bug: abort in add_browser, pair: (abort, gettimeofday), support: 16, confidence: 80.00%
bug: kill in ap_reclaim_child_processes, pair: (__errno_location, kill), support: 27, confidence: 90.00%
bug: kill in ap_relieve_child_processes, pair: (apr_thread_mutex_lock, kill), support: 25, confidence: 83.33%
bug: kill in ap_relieve_child_processes, pair: (apr_thread_mutex_unlock, kill), support: 25, confidence: 83.33%
bug: kill in ap_relieve_child_processes, pair: (__errno_location, kill), support: 27, confidence: 90.00%
bug: kill in apr_proc_kill, pair: (apr_thread_mutex_lock, kill), support: 25, confidence: 83.33%
bug: kill in apr_proc_kill, pair: (apr_thread_mutex_unlock, kill), support: 25, confidence: 83.33%
bug: kill in free_proc_chain, pair: (apr_thread_mutex_lock, kill), support: 25, confidence: 83.33%
bug: kill in free_proc_chain, pair: (apr_thread_mutex_unlock, kill), support: 25, confidence: 83.33%
bug: kill in piped_log_cleanup, pair: (apr_thread_mutex_lock, kill), support: 25, confidence: 83.33%
bug: kill in piped_log_cleanup, pair: (apr_thread_mutex_unlock, kill), support: 25, confidence: 83.33%
bug: kill in reclaim_one_pid, pair: (__errno_location, kill), support: 27, confidence: 90.00%
bug: log_error_core in add_setenvif_core, pair: (__ctype_b_loc, log_error_core), support: 10, confidence: 83.33%
bug: log_error_core in ap_open_piped_log, pair: (__ctype_b_loc, log_error_core), support: 10, confidence: 83.33%
bug: log_error_core in ap_open_piped_log, pair: (log_error_core, strcasecmp), support: 11, confidence: 91.67%
bug: log_error_core in ap_open_piped_log, pair: (log_error_core, strcmp), support: 11, confidence: 91.67%
bug: lseek in setptr, pair: (apr_thread_mutex_lock, lseek), support: 39, confidence: 97.50%
bug: lseek in setptr, pair: (apr_thread_mutex_unlock, lseek), support: 39, confidence: 97.50%
bug: make_server_live in apr_memcache_add_server, pair: (apr_brigade_cleanup, make_server_live), support: 12, confidence: 85.71%
bug: make_server_live in apr_memcache_add_server, pair: (apr_brigade_flatten, make_server_live), support: 12, confidence: 85.71%
bug: make_server_live in apr_memcache_add_server, pair: (apr_thread_mutex_lock, make_server_live), support: 12, confidence: 85.71%
bug: make_server_live in apr_memcache_add_server, pair: (apr_thread_mutex_unlock, make_server_live), support: 12, confidence: 85.71%
bug: make_server_live in apr_memcache_add_server, pair: (__errno_location, make_server_live), support: 12, confidence: 85.71%
bug: make_server_live in apr_memcache_add_server, pair: (make_server_live, writev), support: 12, confidence: 85.71%
bug: make_server_live in apr_memcache_enable_server, pair: (apr_brigade_cleanup, make_server_live), support: 12, confidence: 85.71%
bug: make_server_live in apr_memcache_enable_server, pair: (apr_brigade_flatten, make_server_live), support: 12, confidence: 85.71%
bug: make_server_live in apr_memcache_enable_server, pair: (apr_thread_mutex_lock, make_server_live), support: 12, confidence: 85.71%
bug: make_server_live in apr_memcache_enable_server, pair: (apr_thread_mutex_unlock, make_server_live), support: 12, confidence: 85.71%
bug: make_server_live in apr_memcache_enable_server, pair: (__errno_location, make_server_live), support: 12, confidence: 85.71%
bug: make_server_live in apr_memcache_enable_server, pair: (make_server_live, writev), support: 12, confidence: 85.71%
bug: malloc in add_alias_internal, pair: (apr_thread_mutex_lock, malloc), support: 446, confidence: 94.69%
bug: malloc in add_alias_internal, pair: (apr_thread_mutex_unlock, malloc), support: 446, confidence: 94.69%
bug: malloc in add_alias, pair: (apr_thread_mutex_lock, malloc), support: 446, confidence: 94.69%
bug: malloc in add_alias, pair: (apr_thread_mutex_unlock, malloc), support: 446, confidence: 94.69%
bug: malloc in add_alias_regex, pair: (apr_thread_mutex_lock, malloc), support: 446, confidence: 94.69%
bug: malloc in add_alias_regex, pair: (apr_thread_mutex_unlock, malloc), support: 446, confidence: 94.69%
bug: malloc in add_browser, pair: (apr_thread_mutex_lock, malloc), support: 446, confidence: 94.69%
bug: malloc in add_browser, pair: (apr_thread_mutex_unlock, malloc), support: 446, confidence: 94.69%
bug: malloc in add_setenvif_core, pair: (apr_thread_mutex_lock, malloc), support: 446, confidence: 94.69%
bug: malloc in add_setenvif_core, pair: (apr_thread_mutex_unlock, malloc), support: 446, confidence: 94.69%
bug: malloc in add_setenvif, pair: (apr_thread_mutex_lock, malloc), support: 446, confidence: 94.69%
bug: malloc in add_setenvif, pair: (apr_thread_mutex_unlock, malloc), support: 446, confidence: 94.69%
bug: malloc in ap_process_request_internal, pair: (apr_thread_mutex_lock, malloc), support: 446, confidence: 94.69%
bug: malloc in ap_process_request_internal, pair: (apr_thread_mutex_unlock, malloc), support: 446, confidence: 94.69%
bug: malloc in apr_allocator_create, pair: (apr_thread_mutex_lock, malloc), support: 446, confidence: 94.69%
bug: malloc in apr_allocator_create, pair: (apr_thread_mutex_unlock, malloc), support: 446, confidence: 94.69%
bug: malloc in ap_regexec, pair: (apr_thread_mutex_lock, malloc), support: 446, confidence: 94.69%
bug: malloc in ap_regexec, pair: (apr_thread_mutex_unlock, malloc), support: 446, confidence: 94.69%
bug: malloc in ap_register_extra_mpm_process, pair: (apr_thread_mutex_lock, malloc), support: 446, confidence: 94.69%
bug: malloc in ap_register_extra_mpm_process, pair: (apr_thread_mutex_unlock, malloc), support: 446, confidence: 94.69%
bug: malloc in dump_a_vhost, pair: (apr_thread_mutex_lock, malloc), support: 446, confidence: 94.69%
bug: malloc in dump_a_vhost, pair: (apr_thread_mutex_unlock, malloc), support: 446, confidence: 94.69%
bug: malloc in dump_vhost_config, pair: (apr_thread_mutex_lock, malloc), support: 446, confidence: 94.69%
bug: malloc in dump_vhost_config, pair: (apr_thread_mutex_unlock, malloc), support: 446, confidence: 94.69%
bug: malloc in filter_harness, pair: (apr_thread_mutex_lock, malloc), support: 446, confidence: 94.69%
bug: malloc in filter_harness, pair: (apr_thread_mutex_unlock, malloc), support: 446, confidence: 94.69%
bug: malloc in filter_lookup, pair: (apr_thread_mutex_lock, malloc), support: 446, confidence: 94.69%
bug: malloc in filter_lookup, pair: (apr_thread_mutex_unlock, malloc), support: 446, confidence: 94.69%
bug: malloc in fixup_redir, pair: (apr_thread_mutex_lock, malloc), support: 446, confidence: 94.69%
bug: malloc in fixup_redir, pair: (apr_thread_mutex_unlock, malloc), support: 446, confidence: 94.69%
bug: malloc in handle_elif, pair: (apr_thread_mutex_lock, malloc), support: 446, confidence: 94.69%
bug: malloc in handle_elif, pair: (apr_thread_mutex_unlock, malloc), support: 446, confidence: 94.69%
bug: malloc in handle_if, pair: (apr_thread_mutex_lock, malloc), support: 446, confidence: 94.69%
bug: malloc in handle_if, pair: (apr_thread_mutex_unlock, malloc), support: 446, confidence: 94.69%
bug: malloc in is_header_regex, pair: (apr_thread_mutex_lock, malloc), support: 446, confidence: 94.69%
bug: malloc in is_header_regex, pair: (apr_thread_mutex_unlock, malloc), support: 446, confidence: 94.69%
bug: malloc in match_headers, pair: (apr_thread_mutex_lock, malloc), support: 446, confidence: 94.69%
bug: malloc in match_headers, pair: (apr_thread_mutex_unlock, malloc), support: 446, confidence: 94.69%
bug: malloc in match_version, pair: (apr_thread_mutex_lock, malloc), support: 446, confidence: 94.69%
bug: malloc in match_version, pair: (apr_thread_mutex_unlock, malloc), support: 446, confidence: 94.69%
bug: malloc in parse_expr, pair: (apr_thread_mutex_lock, malloc), support: 446, confidence: 94.69%
bug: malloc in parse_expr, pair: (apr_thread_mutex_unlock, malloc), support: 446, confidence: 94.69%
bug: malloc in re_check, pair: (apr_thread_mutex_lock, malloc), support: 446, confidence: 94.69%
bug: malloc in re_check, pair: (apr_thread_mutex_unlock, malloc), support: 446, confidence: 94.69%
bug: malloc in start_ifversion, pair: (apr_thread_mutex_lock, malloc), support: 446, confidence: 94.69%
bug: malloc in start_ifversion, pair: (apr_thread_mutex_unlock, malloc), support: 446, confidence: 94.69%
bug: malloc in translate_alias_redir, pair: (apr_thread_mutex_lock, malloc), support: 446, confidence: 94.69%
bug: malloc in translate_alias_redir, pair: (apr_thread_mutex_unlock, malloc), support: 446, confidence: 94.69%
bug: malloc in try_alias_list, pair: (apr_thread_mutex_lock, malloc), support: 446, confidence: 94.69%
bug: malloc in try_alias_list, pair: (apr_thread_mutex_unlock, malloc), support: 446, confidence: 94.69%
bug: match in pcre_exec, pair: (free, match), support: 21, confidence: 95.45%
bug: match in pcre_exec, pair: (malloc, match), support: 21, confidence: 95.45%
bug: match in pcre_exec, pair: (match, strlen), support: 21, confidence: 95.45%
bug: match_ref in match, pair: (byteflip2, match_ref), support: 12, confidence: 92.31%
bug: match_ref in match, pair: (byteflip4, match_ref), support: 12, confidence: 92.31%
bug: match_ref in match, pair: (free, match_ref), support: 11, confidence: 84.62%
bug: match_ref in match, pair: (malloc, match_ref), support: 11, confidence: 84.62%
bug: match_ref in match, pair: (match, match_ref), support: 12, confidence: 92.31%
bug: match_ref in match, pair: (match_ref, strlen), support: 11, confidence: 84.62%
bug: match_ref in pcre_exec, pair: (free, match_ref), support: 11, confidence: 84.62%
bug: match_ref in pcre_exec, pair: (malloc, match_ref), support: 11, confidence: 84.62%
bug: match_ref in pcre_exec, pair: (match_ref, strlen), support: 11, confidence: 84.62%
bug: memchr in ap_add_output_filters_by_type, pair: (apr_thread_mutex_lock, memchr), support: 41, confidence: 83.67%
bug: memchr in ap_add_output_filters_by_type, pair: (apr_thread_mutex_unlock, memchr), support: 41, confidence: 83.67%
bug: memchr in ap_getword_nulls_nc, pair: (apr_thread_mutex_lock, memchr), support: 41, confidence: 83.67%
bug: memchr in ap_getword_nulls_nc, pair: (apr_thread_mutex_unlock, memchr), support: 41, confidence: 83.67%
bug: memchr in ap_md5, pair: (apr_thread_mutex_lock, memchr), support: 41, confidence: 83.67%
bug: memchr in ap_md5, pair: (apr_thread_mutex_unlock, memchr), support: 41, confidence: 83.67%
bug: memchr in apr_brigade_split_line, pair: (apr_thread_mutex_lock, memchr), support: 41, confidence: 83.67%
bug: memchr in apr_brigade_split_line, pair: (apr_thread_mutex_unlock, memchr), support: 41, confidence: 83.67%
bug: memchr in apr_dir_make_recursive, pair: (apr_thread_mutex_lock, memchr), support: 41, confidence: 83.67%
bug: memchr in apr_dir_make_recursive, pair: (apr_thread_mutex_unlock, memchr), support: 41, confidence: 83.67%
bug: memchr in apr_gethostname, pair: (apr_thread_mutex_lock, memchr), support: 41, confidence: 83.67%
bug: memchr in apr_gethostname, pair: (apr_thread_mutex_unlock, memchr), support: 41, confidence: 83.67%
bug: memchr in ap_set_content_type, pair: (apr_thread_mutex_lock, memchr), support: 41, confidence: 83.67%
bug: memchr in ap_set_content_type, pair: (apr_thread_mutex_unlock, memchr), support: 41, confidence: 83.67%
bug: memchr in get_server_line, pair: (apr_thread_mutex_lock, memchr), support: 41, confidence: 83.67%
bug: memchr in get_server_line, pair: (apr_thread_mutex_unlock, memchr), support: 41, confidence: 83.67%
bug: native_strerror in ap_http_chunk_filter, pair: (apr_thread_mutex_lock, native_strerror), support: 77, confidence: 88.51%
bug: native_strerror in ap_http_chunk_filter, pair: (apr_thread_mutex_unlock, native_strerror), support: 77, confidence: 88.51%
bug: native_strerror in ap_open_piped_log, pair: (native_strerror, strcpy), support: 84, confidence: 96.55%
bug: native_strerror in ap_process_resource_config, pair: (native_strerror, strcpy), support: 84, confidence: 96.55%
bug: native_strerror in apr_brigade_printf, pair: (apr_thread_mutex_lock, native_strerror), support: 77, confidence: 88.51%
bug: native_strerror in apr_brigade_printf, pair: (apr_thread_mutex_unlock, native_strerror), support: 77, confidence: 88.51%
bug: native_strerror in ap_regerror, pair: (apr_thread_mutex_lock, native_strerror), support: 77, confidence: 88.51%
bug: native_strerror in ap_regerror, pair: (apr_thread_mutex_unlock, native_strerror), support: 77, confidence: 88.51%
bug: native_strerror in ap_rprintf, pair: (apr_thread_mutex_lock, native_strerror), support: 77, confidence: 88.51%
bug: native_strerror in ap_rprintf, pair: (apr_thread_mutex_unlock, native_strerror), support: 77, confidence: 88.51%
bug: native_strerror in apr_strfsize, pair: (apr_thread_mutex_lock, native_strerror), support: 77, confidence: 88.51%
bug: native_strerror in apr_strfsize, pair: (apr_thread_mutex_unlock, native_strerror), support: 77, confidence: 88.51%
bug: native_strerror in apr_xml_parser_geterror, pair: (apr_thread_mutex_lock, native_strerror), support: 77, confidence: 88.51%
bug: native_strerror in apr_xml_parser_geterror, pair: (apr_thread_mutex_unlock, native_strerror), support: 77, confidence: 88.51%
bug: native_strerror in dump_a_vhost, pair: (apr_thread_mutex_lock, native_strerror), support: 77, confidence: 88.51%
bug: native_strerror in dump_a_vhost, pair: (apr_thread_mutex_unlock, native_strerror), support: 77, confidence: 88.51%
bug: native_strerror in dump_vhost_config, pair: (apr_thread_mutex_lock, native_strerror), support: 77, confidence: 88.51%
bug: native_strerror in dump_vhost_config, pair: (apr_thread_mutex_unlock, native_strerror), support: 77, confidence: 88.51%
bug: native_strerror in include_config, pair: (native_strerror, strcpy), support: 84, confidence: 96.55%
bug: native_strerror in log_request_time, pair: (apr_thread_mutex_lock, native_strerror), support: 77, confidence: 88.51%
bug: native_strerror in log_request_time, pair: (apr_thread_mutex_unlock, native_strerror), support: 77, confidence: 88.51%
bug: native_strerror in set_neg_headers, pair: (apr_thread_mutex_lock, native_strerror), support: 77, confidence: 88.51%
bug: native_strerror in set_neg_headers, pair: (apr_thread_mutex_unlock, native_strerror), support: 77, confidence: 88.51%
bug: ntohl in apr_ipsubnet_create, pair: (apr_error_string, ntohl), support: 29, confidence: 87.88%
bug: ntohl in apr_ipsubnet_create, pair: (conv_10, ntohl), support: 30, confidence: 90.91%
bug: ntohl in apr_ipsubnet_create, pair: (conv_p2, ntohl), support: 29, confidence: 87.88%
bug: ntohl in apr_ipsubnet_create, pair: (gai_strerror, ntohl), support: 29, confidence: 87.88%
bug: ntohl in apr_ipsubnet_create, pair: (__isinff, ntohl), support: 29, confidence: 87.88%
bug: ntohl in apr_ipsubnet_create, pair: (__isinfl, ntohl), support: 29, confidence: 87.88%
bug: ntohl in apr_ipsubnet_create, pair: (__isinf, ntohl), support: 29, confidence: 87.88%
bug: ntohl in apr_ipsubnet_create, pair: (__isnanf, ntohl), support: 29, confidence: 87.88%
bug: ntohl in apr_ipsubnet_create, pair: (__isnanl, ntohl), support: 29, confidence: 87.88%
bug: ntohl in apr_ipsubnet_create, pair: (__isnan, ntohl), support: 29, confidence: 87.88%
bug: ntohl in apr_ipsubnet_create, pair: (ntohl, stuffbuffer), support: 28, confidence: 84.85%
bug: ntohl in apr_vformatter, pair: (ntohl, stuffbuffer), support: 28, confidence: 84.85%
bug: ntohl in conv_in_addr, pair: (apr_error_string, ntohl), support: 29, confidence: 87.88%
bug: ntohl in conv_in_addr, pair: (conv_p2, ntohl), support: 29, confidence: 87.88%
bug: ntohl in conv_in_addr, pair: (__ctype_b_loc, ntohl), support: 32, confidence: 96.97%
bug: ntohl in conv_in_addr, pair: (gai_strerror, ntohl), support: 29, confidence: 87.88%
bug: ntohl in conv_in_addr, pair: (__isinff, ntohl), support: 29, confidence: 87.88%
bug: ntohl in conv_in_addr, pair: (__isinfl, ntohl), support: 29, confidence: 87.88%
bug: ntohl in conv_in_addr, pair: (__isinf, ntohl), support: 29, confidence: 87.88%
bug: ntohl in conv_in_addr, pair: (__isnanf, ntohl), support: 29, confidence: 87.88%
bug: ntohl in conv_in_addr, pair: (__isnanl, ntohl), support: 29, confidence: 87.88%
bug: ntohl in conv_in_addr, pair: (__isnan, ntohl), support: 29, confidence: 87.88%
bug: ntohl in conv_in_addr, pair: (ntohl, strchr), support: 31, confidence: 93.94%
bug: ntohl in conv_in_addr, pair: (ntohl, strcpy), support: 32, confidence: 96.97%
bug: ntohl in conv_in_addr, pair: (ntohl, strlen), support: 32, confidence: 96.97%
bug: ntohl in conv_in_addr, pair: (ntohl, stuffbuffer), support: 28, confidence: 84.85%
bug: ntohl in parse_ip, pair: (apr_error_string, ntohl), support: 29, confidence: 87.88%
bug: ntohl in parse_ip, pair: (conv_10, ntohl), support: 30, confidence: 90.91%
bug: ntohl in parse_ip, pair: (conv_p2, ntohl), support: 29, confidence: 87.88%
bug: ntohl in parse_ip, pair: (gai_strerror, ntohl), support: 29, confidence: 87.88%
bug: ntohl in parse_ip, pair: (__isinff, ntohl), support: 29, confidence: 87.88%
bug: ntohl in parse_ip, pair: (__isinfl, ntohl), support: 29, confidence: 87.88%
bug: ntohl in parse_ip, pair: (__isinf, ntohl), support: 29, confidence: 87.88%
bug: ntohl in parse_ip, pair: (__isnanf, ntohl), support: 29, confidence: 87.88%
bug: ntohl in parse_ip, pair: (__isnanl, ntohl), support: 29, confidence: 87.88%
bug: ntohl in parse_ip, pair: (__isnan, ntohl), support: 29, confidence: 87.88%
bug: ntohl in parse_ip, pair: (ntohl, stuffbuffer), support: 28, confidence: 84.85%
bug: ntohl in parse_network, pair: (apr_error_string, ntohl), support: 29, confidence: 87.88%
bug: ntohl in parse_network, pair: (conv_10, ntohl), support: 30, confidence: 90.91%
bug: ntohl in parse_network, pair: (conv_p2, ntohl), support: 29, confidence: 87.88%
bug: ntohl in parse_network, pair: (gai_strerror, ntohl), support: 29, confidence: 87.88%
bug: ntohl in parse_network, pair: (__isinff, ntohl), support: 29, confidence: 87.88%
bug: ntohl in parse_network, pair: (__isinfl, ntohl), support: 29, confidence: 87.88%
bug: ntohl in parse_network, pair: (__isinf, ntohl), support: 29, confidence: 87.88%
bug: ntohl in parse_network, pair: (__isnanf, ntohl), support: 29, confidence: 87.88%
bug: ntohl in parse_network, pair: (__isnanl, ntohl), support: 29, confidence: 87.88%
bug: ntohl in parse_network, pair: (__isnan, ntohl), support: 29, confidence: 87.88%
bug: ntohl in parse_network, pair: (ntohl, strchr), support: 31, confidence: 93.94%
bug: ntohl in parse_network, pair: (ntohl, stuffbuffer), support: 28, confidence: 84.85%
bug: poll in apr_poll, pair: (apr_thread_mutex_lock, poll), support: 33, confidence: 89.19%
bug: poll in apr_poll, pair: (apr_thread_mutex_unlock, poll), support: 33, confidence: 89.19%
bug: poll in apr_wait_for_io_or_timeout, pair: (apr_thread_mutex_lock, poll), support: 33, confidence: 89.19%
bug: poll in apr_wait_for_io_or_timeout, pair: (apr_thread_mutex_unlock, poll), support: 33, confidence: 89.19%
bug: poll in impl_pollcb_poll, pair: (apr_thread_mutex_lock, poll), support: 33, confidence: 89.19%
bug: poll in impl_pollcb_poll, pair: (apr_thread_mutex_unlock, poll), support: 33, confidence: 89.19%
bug: poll in impl_pollset_poll, pair: (apr_thread_mutex_lock, poll), support: 33, confidence: 89.19%
bug: poll in impl_pollset_poll, pair: (apr_thread_mutex_unlock, poll), support: 33, confidence: 89.19%
bug: printf in ap_add_loaded_module, pair: (fputc, printf), support: 42, confidence: 82.35%
bug: printf in ap_add_module, pair: (fputc, printf), support: 42, confidence: 82.35%
bug: printf in ap_register_hooks, pair: (fputc, printf), support: 42, confidence: 82.35%
bug: printf in ap_show_directives, pair: (fputc, printf), support: 42, confidence: 82.35%
bug: printf in ap_show_modules, pair: (fputc, printf), support: 42, confidence: 82.35%
bug: printf in ap_signal_server, pair: (fputc, printf), support: 42, confidence: 82.35%
bug: printf in show_compile_settings, pair: (fputc, printf), support: 42, confidence: 82.35%
bug: printf in show_mpm_settings, pair: (fputc, printf), support: 42, confidence: 82.35%
bug: printf in show_overrides, pair: (fputc, printf), support: 42, confidence: 82.35%
bug: pthread_cond_signal in apr_thread_cond_signal, pair: (apr_thread_mutex_lock, pthread_cond_signal), support: 25, confidence: 96.15%
bug: pthread_cond_signal in apr_thread_cond_signal, pair: (apr_thread_mutex_unlock, pthread_cond_signal), support: 25, confidence: 96.15%
bug: pthread_cond_timedwait in apr_thread_cond_timedwait, pair: (apr_thread_mutex_lock, pthread_cond_timedwait), support: 11, confidence: 91.67%
bug: pthread_cond_timedwait in apr_thread_cond_timedwait, pair: (apr_thread_mutex_unlock, pthread_cond_timedwait), support: 11, confidence: 91.67%
bug: pthread_cond_timedwait in apr_thread_cond_timedwait, pair: (destroy_resource, pthread_cond_timedwait), support: 10, confidence: 83.33%
bug: pthread_cond_timedwait in apr_thread_cond_timedwait, pair: (free_container, pthread_cond_timedwait), support: 10, confidence: 83.33%
bug: pthread_cond_timedwait in apr_thread_cond_timedwait, pair: (pop_resource, pthread_cond_timedwait), support: 10, confidence: 83.33%
bug: pthread_cond_timedwait in apr_thread_cond_timedwait, pair: (pthread_cond_timedwait, pthread_cond_wait), support: 11, confidence: 91.67%
bug: pthread_cond_timedwait in thread_pool_func, pair: (destroy_resource, pthread_cond_timedwait), support: 10, confidence: 83.33%
bug: pthread_cond_timedwait in thread_pool_func, pair: (free_container, pthread_cond_timedwait), support: 10, confidence: 83.33%
bug: pthread_cond_timedwait in thread_pool_func, pair: (pop_resource, pthread_cond_timedwait), support: 10, confidence: 83.33%
bug: pthread_cond_wait in apr_thread_cond_wait, pair: (apr_thread_mutex_lock, pthread_cond_wait), support: 13, confidence: 92.86%
bug: pthread_cond_wait in apr_thread_cond_wait, pair: (apr_thread_mutex_unlock, pthread_cond_wait), support: 13, confidence: 92.86%
bug: pthread_mutexattr_destroy in apr_procattr_child_err_set, pair: (apr_thread_mutex_lock, pthread_mutexattr_destroy), support: 20, confidence: 86.96%
bug: pthread_mutexattr_destroy in apr_procattr_child_err_set, pair: (apr_thread_mutex_unlock, pthread_mutexattr_destroy), support: 20, confidence: 86.96%
bug: pthread_mutexattr_destroy in apr_procattr_child_in_set, pair: (apr_thread_mutex_lock, pthread_mutexattr_destroy), support: 20, confidence: 86.96%
bug: pthread_mutexattr_destroy in apr_procattr_child_in_set, pair: (apr_thread_mutex_unlock, pthread_mutexattr_destroy), support: 20, confidence: 86.96%
bug: pthread_mutexattr_destroy in apr_procattr_child_out_set, pair: (apr_thread_mutex_lock, pthread_mutexattr_destroy), support: 20, confidence: 86.96%
bug: pthread_mutexattr_destroy in apr_procattr_child_out_set, pair: (apr_thread_mutex_unlock, pthread_mutexattr_destroy), support: 20, confidence: 86.96%
bug: pthread_mutexattr_destroy in proc_mutex_proc_pthread_create, pair: (pthread_mutexattr_destroy, pthread_mutexattr_settype), support: 22, confidence: 95.65%
bug: pthread_mutexattr_init in apr_procattr_child_err_set, pair: (apr_thread_mutex_lock, pthread_mutexattr_init), support: 20, confidence: 86.96%
bug: pthread_mutexattr_init in apr_procattr_child_err_set, pair: (apr_thread_mutex_unlock, pthread_mutexattr_init), support: 20, confidence: 86.96%
bug: pthread_mutexattr_init in apr_procattr_child_in_set, pair: (apr_thread_mutex_lock, pthread_mutexattr_init), support: 20, confidence: 86.96%
bug: pthread_mutexattr_init in apr_procattr_child_in_set, pair: (apr_thread_mutex_unlock, pthread_mutexattr_init), support: 20, confidence: 86.96%
bug: pthread_mutexattr_init in apr_procattr_child_out_set, pair: (apr_thread_mutex_lock, pthread_mutexattr_init), support: 20, confidence: 86.96%
bug: pthread_mutexattr_init in apr_procattr_child_out_set, pair: (apr_thread_mutex_unlock, pthread_mutexattr_init), support: 20, confidence: 86.96%
bug: pthread_mutexattr_init in proc_mutex_proc_pthread_create, pair: (pthread_mutexattr_init, pthread_mutexattr_settype), support: 22, confidence: 95.65%
bug: pthread_mutexattr_settype in apr_procattr_child_err_set, pair: (apr_thread_mutex_lock, pthread_mutexattr_settype), support: 19, confidence: 86.36%
bug: pthread_mutexattr_settype in apr_procattr_child_err_set, pair: (apr_thread_mutex_unlock, pthread_mutexattr_settype), support: 19, confidence: 86.36%
bug: pthread_mutexattr_settype in apr_procattr_child_in_set, pair: (apr_thread_mutex_lock, pthread_mutexattr_settype), support: 19, confidence: 86.36%
bug: pthread_mutexattr_settype in apr_procattr_child_in_set, pair: (apr_thread_mutex_unlock, pthread_mutexattr_settype), support: 19, confidence: 86.36%
bug: pthread_mutexattr_settype in apr_procattr_child_out_set, pair: (apr_thread_mutex_lock, pthread_mutexattr_settype), support: 19, confidence: 86.36%
bug: pthread_mutexattr_settype in apr_procattr_child_out_set, pair: (apr_thread_mutex_unlock, pthread_mutexattr_settype), support: 19, confidence: 86.36%
bug: push_resource in mget_conn_result, pair: (apr_brigade_cleanup, push_resource), support: 14, confidence: 93.33%
bug: push_resource in mget_conn_result, pair: (apr_brigade_flatten, push_resource), support: 14, confidence: 93.33%
bug: push_resource in mget_conn_result, pair: (apr_bucket_socket_make, push_resource), support: 14, confidence: 93.33%
bug: push_resource in mget_conn_result, pair: (apr_pool_allocator_get, push_resource), support: 14, confidence: 93.33%
bug: push_resource in mget_conn_result, pair: (__errno_location, push_resource), support: 14, confidence: 93.33%
bug: push_resource in mget_conn_result, pair: (get_container, push_resource), support: 14, confidence: 93.33%
bug: push_resource in mget_conn_result, pair: (memchr, push_resource), support: 14, confidence: 93.33%
bug: push_resource in mget_conn_result, pair: (pop_resource, push_resource), support: 14, confidence: 93.33%
bug: push_resource in mget_conn_result, pair: (push_resource, writev), support: 14, confidence: 93.33%
bug: qsort in ap_core_reorder_directories, pair: (qsort, strcmp), support: 13, confidence: 86.67%
bug: qsort in ap_fixup_virtual_hosts, pair: (qsort, strcmp), support: 13, confidence: 86.67%
bug: run_cleanups in accept_mutex_on, pair: (__errno_location, run_cleanups), support: 37, confidence: 80.43%
bug: run_cleanups in ap_fixup_virtual_hosts, pair: (__errno_location, run_cleanups), support: 37, confidence: 80.43%
bug: run_cleanups in ap_mpm_run, pair: (allocator_free, run_cleanups), support: 45, confidence: 97.83%
bug: run_cleanups in apr_memcache_add, pair: (apr_allocator_destroy, run_cleanups), support: 39, confidence: 84.78%
bug: run_cleanups in apr_memcache_add, pair: (apr_allocator_mutex_get, run_cleanups), support: 40, confidence: 86.96%
bug: run_cleanups in apr_memcache_add, pair: (apr_allocator_mutex_set, run_cleanups), support: 39, confidence: 84.78%
bug: run_cleanups in apr_memcache_add, pair: (apr_allocator_owner_get, run_cleanups), support: 39, confidence: 84.78%
bug: run_cleanups in apr_memcache_decr, pair: (apr_allocator_destroy, run_cleanups), support: 39, confidence: 84.78%
bug: run_cleanups in apr_memcache_decr, pair: (apr_allocator_mutex_get, run_cleanups), support: 40, confidence: 86.96%
bug: run_cleanups in apr_memcache_decr, pair: (apr_allocator_mutex_set, run_cleanups), support: 39, confidence: 84.78%
bug: run_cleanups in apr_memcache_decr, pair: (apr_allocator_owner_get, run_cleanups), support: 39, confidence: 84.78%
bug: run_cleanups in apr_memcache_find_server_hash_default, pair: (apr_allocator_destroy, run_cleanups), support: 39, confidence: 84.78%
bug: run_cleanups in apr_memcache_find_server_hash_default, pair: (apr_allocator_mutex_get, run_cleanups), support: 40, confidence: 86.96%
bug: run_cleanups in apr_memcache_find_server_hash_default, pair: (apr_allocator_mutex_set, run_cleanups), support: 39, confidence: 84.78%
bug: run_cleanups in apr_memcache_find_server_hash_default, pair: (apr_allocator_owner_get, run_cleanups), support: 39, confidence: 84.78%
bug: run_cleanups in apr_memcache_incr, pair: (apr_allocator_destroy, run_cleanups), support: 39, confidence: 84.78%
bug: run_cleanups in apr_memcache_incr, pair: (apr_allocator_mutex_get, run_cleanups), support: 40, confidence: 86.96%
bug: run_cleanups in apr_memcache_incr, pair: (apr_allocator_mutex_set, run_cleanups), support: 39, confidence: 84.78%
bug: run_cleanups in apr_memcache_incr, pair: (apr_allocator_owner_get, run_cleanups), support: 39, confidence: 84.78%
bug: run_cleanups in apr_memcache_replace, pair: (apr_allocator_destroy, run_cleanups), support: 39, confidence: 84.78%
bug: run_cleanups in apr_memcache_replace, pair: (apr_allocator_mutex_get, run_cleanups), support: 40, confidence: 86.96%
bug: run_cleanups in apr_memcache_replace, pair: (apr_allocator_mutex_set, run_cleanups), support: 39, confidence: 84.78%
bug: run_cleanups in apr_memcache_replace, pair: (apr_allocator_owner_get, run_cleanups), support: 39, confidence: 84.78%
bug: run_cleanups in apr_memcache_set, pair: (apr_allocator_destroy, run_cleanups), support: 39, confidence: 84.78%
