bug: abort in add_browser, pair: (abort, lseek), support: 16, confidence: 80.00%
bug: ntohl in parse_network, pair: (hstrerror, ntohl), support: 178, confidence: 97.80%
bug: ntohl in parse_network, pair: (__isinff, ntohl), support: 178, confidence: 97.80%
bug: ntohl in parse_network, pair: (__isinfl, ntohl), support: 178, confidence: 97.80%
bug: ntohl in parse_network, pair: (__isinf, ntohl), support: 178, confidence: 97.80%
bug: ntohl in parse_network, pair: (__isnanf, ntohl), support: 178, confidence: 97.80%
bug: ntohl in parse_network, pair: (__isnanl, ntohl), support: 178, confidence: 97.80%
bug: ntohl in parse_network, pair: (__isnan, ntohl), support: 178, confidence: 97.80%
bug: ntohl in parse_network, pair: (ntohl, strchr), support: 180, confidence: 98.90%
bug: ntohl in parse_network, pair: (ntohl, strerror_r), support: 178, confidence: 97.80%
bug: ntohl in show_time, pair: (apr_thread_mutex_lock, ntohl), support: 164, confidence: 90.11%
bug: ntohl in show_time, pair: (apr_thread_mutex_unlock, ntohl), support: 164, confidence: 90.11%
bug: poll in ap_mpm_pod_check, pair: (lseek, poll), support: 126, confidence: 89.36%
bug: poll in apr_file_getc, pair: (lseek, poll), support: 126, confidence: 89.36%
bug: poll in apr_file_gets, pair: (lseek, poll), support: 126, confidence: 89.36%
bug: poll in apr_file_read_full, pair: (lseek, poll), support: 126, confidence: 89.36%
bug: poll in apr_file_read, pair: (lseek, poll), support: 126, confidence: 89.36%
bug: poll in apr_poll, pair: (apr_thread_mutex_lock, poll), support: 137, confidence: 97.16%
bug: poll in apr_poll, pair: (apr_thread_mutex_unlock, poll), support: 137, confidence: 97.16%
bug: poll in apr_poll, pair: (lseek, poll), support: 126, confidence: 89.36%
bug: poll in apr_poll, pair: (poll, write), support: 137, confidence: 97.16%
bug: poll in apr_shm_attach, pair: (lseek, poll), support: 126, confidence: 89.36%
bug: poll in apr_wait_for_io_or_timeout, pair: (apr_thread_mutex_lock, poll), support: 137, confidence: 97.16%
bug: poll in apr_wait_for_io_or_timeout, pair: (apr_thread_mutex_unlock, poll), support: 137, confidence: 97.16%
bug: poll in apr_wait_for_io_or_timeout, pair: (lseek, poll), support: 126, confidence: 89.36%
bug: poll in apr_wait_for_io_or_timeout, pair: (poll, write), support: 137, confidence: 97.16%
bug: poll in apr_xml_parse_file, pair: (lseek, poll), support: 126, confidence: 89.36%
bug: poll in cfg_getch, pair: (lseek, poll), support: 126, confidence: 89.36%
bug: poll in cfg_getstr, pair: (lseek, poll), support: 126, confidence: 89.36%
bug: poll in getsfunc_FILE, pair: (lseek, poll), support: 126, confidence: 89.36%
bug: poll in impl_pollcb_poll, pair: (apr_thread_mutex_lock, poll), support: 137, confidence: 97.16%
bug: poll in impl_pollcb_poll, pair: (apr_thread_mutex_unlock, poll), support: 137, confidence: 97.16%
bug: poll in impl_pollcb_poll, pair: (lseek, poll), support: 126, confidence: 89.36%
bug: poll in impl_pollcb_poll, pair: (poll, write), support: 137, confidence: 97.16%
bug: poll in impl_pollset_poll, pair: (apr_thread_mutex_lock, poll), support: 137, confidence: 97.16%
bug: poll in impl_pollset_poll, pair: (apr_thread_mutex_unlock, poll), support: 137, confidence: 97.16%
bug: poll in impl_pollset_poll, pair: (lseek, poll), support: 126, confidence: 89.36%
bug: poll in impl_pollset_poll, pair: (poll, write), support: 137, confidence: 97.16%
bug: poll in pipe_bucket_read, pair: (lseek, poll), support: 126, confidence: 89.36%
bug: pop_resource in apr_memcache_server_create, pair: (apr_bucket_socket_make, pop_resource), support: 16, confidence: 80.00%
bug: pop_resource in apr_memcache_server_create, pair: (apr_pool_allocator_get, pop_resource), support: 16, confidence: 80.00%
bug: pop_resource in apr_memcache_server_create, pair: (pop_resource, pthread_cond_timedwait), support: 17, confidence: 85.00%
bug: pop_resource in apr_memcache_server_create, pair: (pop_resource, pthread_cond_wait), support: 17, confidence: 85.00%
bug: pop_resource in apr_reslist_acquire, pair: (apr_allocator_mutex_get, pop_resource), support: 16, confidence: 80.00%
bug: pop_resource in apr_reslist_acquire, pair: (apr_bucket_socket_make, pop_resource), support: 16, confidence: 80.00%
bug: pop_resource in apr_reslist_acquire, pair: (apr_pool_allocator_get, pop_resource), support: 16, confidence: 80.00%
bug: pop_resource in apr_reslist_acquire, pair: (pop_resource, pthread_cond_signal), support: 17, confidence: 85.00%
bug: pop_resource in apr_reslist_create, pair: (apr_allocator_mutex_get, pop_resource), support: 16, confidence: 80.00%
bug: pop_resource in apr_reslist_create, pair: (apr_bucket_socket_make, pop_resource), support: 16, confidence: 80.00%
bug: pop_resource in apr_reslist_create, pair: (apr_pool_allocator_get, pop_resource), support: 16, confidence: 80.00%
bug: pop_resource in apr_reslist_create, pair: (pop_resource, pthread_cond_timedwait), support: 17, confidence: 85.00%
bug: pop_resource in apr_reslist_create, pair: (pop_resource, pthread_cond_wait), support: 17, confidence: 85.00%
bug: pop_resource in ms_find_conn, pair: (apr_allocator_mutex_get, pop_resource), support: 16, confidence: 80.00%
bug: pop_resource in ms_find_conn, pair: (pop_resource, pthread_cond_signal), support: 17, confidence: 85.00%
bug: pop_resource in reslist_cleanup, pair: (apr_allocator_mutex_get, pop_resource), support: 16, confidence: 80.00%
bug: pop_resource in reslist_cleanup, pair: (apr_bucket_socket_make, pop_resource), support: 16, confidence: 80.00%
bug: pop_resource in reslist_cleanup, pair: (apr_pool_allocator_get, pop_resource), support: 16, confidence: 80.00%
bug: pop_resource in reslist_cleanup, pair: (gettimeofday, pop_resource), support: 19, confidence: 95.00%
bug: pop_resource in reslist_cleanup, pair: (malloc, pop_resource), support: 19, confidence: 95.00%
bug: pop_resource in reslist_cleanup, pair: (pop_resource, pthread_cond_signal), support: 17, confidence: 85.00%
bug: pop_resource in reslist_cleanup, pair: (pop_resource, pthread_cond_timedwait), support: 17, confidence: 85.00%
bug: pop_resource in reslist_cleanup, pair: (pop_resource, pthread_cond_wait), support: 17, confidence: 85.00%
bug: printf in ap_add_loaded_module, pair: (fputc, printf), support: 42, confidence: 82.35%
bug: printf in ap_add_module, pair: (fputc, printf), support: 42, confidence: 82.35%
bug: printf in ap_register_hooks, pair: (fputc, printf), support: 42, confidence: 82.35%
bug: printf in ap_show_directives, pair: (fputc, printf), support: 42, confidence: 82.35%
bug: printf in ap_show_modules, pair: (fputc, printf), support: 42, confidence: 82.35%
bug: printf in ap_signal_server, pair: (fputc, printf), support: 42, confidence: 82.35%
bug: printf in show_compile_settings, pair: (fputc, printf), support: 42, confidence: 82.35%
bug: printf in show_mpm_settings, pair: (fputc, printf), support: 42, confidence: 82.35%
bug: printf in show_overrides, pair: (fputc, printf), support: 42, confidence: 82.35%
bug: pthread_cond_signal in apr_thread_cond_signal, pair: (apr_thread_mutex_lock, pthread_cond_signal), support: 32, confidence: 96.97%
bug: pthread_cond_signal in apr_thread_cond_signal, pair: (apr_thread_mutex_unlock, pthread_cond_signal), support: 32, confidence: 96.97%
bug: pthread_cond_timedwait in apr_reslist_acquire, pair: (allocator_free, pthread_cond_timedwait), support: 16, confidence: 84.21%
bug: pthread_cond_timedwait in apr_reslist_acquire, pair: (apr_allocator_destroy, pthread_cond_timedwait), support: 16, confidence: 84.21%
bug: pthread_cond_timedwait in apr_reslist_acquire, pair: (apr_allocator_mutex_get, pthread_cond_timedwait), support: 16, confidence: 84.21%
bug: pthread_cond_timedwait in apr_reslist_acquire, pair: (apr_allocator_mutex_set, pthread_cond_timedwait), support: 16, confidence: 84.21%
bug: pthread_cond_timedwait in apr_reslist_acquire, pair: (apr_allocator_owner_get, pthread_cond_timedwait), support: 16, confidence: 84.21%
bug: pthread_cond_timedwait in apr_reslist_acquire, pair: (apr_bucket_socket_make, pthread_cond_timedwait), support: 16, confidence: 84.21%
bug: pthread_cond_timedwait in apr_reslist_acquire, pair: (apr_pool_allocator_get, pthread_cond_timedwait), support: 16, confidence: 84.21%
bug: pthread_cond_timedwait in apr_reslist_acquire, pair: (apr_pool_destroy, pthread_cond_timedwait), support: 16, confidence: 84.21%
bug: pthread_cond_timedwait in apr_reslist_acquire, pair: (apr_proc_kill, pthread_cond_timedwait), support: 16, confidence: 84.21%
bug: pthread_cond_timedwait in apr_reslist_acquire, pair: (apr_sleep, pthread_cond_timedwait), support: 16, confidence: 84.21%
bug: pthread_cond_timedwait in apr_reslist_acquire, pair: (__errno_location, pthread_cond_timedwait), support: 16, confidence: 84.21%
bug: pthread_cond_timedwait in apr_reslist_acquire, pair: (free_proc_chain, pthread_cond_timedwait), support: 16, confidence: 84.21%
bug: pthread_cond_timedwait in apr_reslist_acquire, pair: (free, pthread_cond_timedwait), support: 16, confidence: 84.21%
bug: pthread_cond_timedwait in apr_reslist_acquire, pair: (kill, pthread_cond_timedwait), support: 16, confidence: 84.21%
bug: pthread_cond_timedwait in apr_reslist_acquire, pair: (pthread_cond_timedwait, run_cleanups), support: 16, confidence: 84.21%
bug: pthread_cond_timedwait in apr_thread_cond_timedwait, pair: (allocator_free, pthread_cond_timedwait), support: 16, confidence: 84.21%
bug: pthread_cond_timedwait in apr_thread_cond_timedwait, pair: (apr_allocator_destroy, pthread_cond_timedwait), support: 16, confidence: 84.21%
bug: pthread_cond_timedwait in apr_thread_cond_timedwait, pair: (apr_allocator_mutex_get, pthread_cond_timedwait), support: 16, confidence: 84.21%
bug: pthread_cond_timedwait in apr_thread_cond_timedwait, pair: (apr_allocator_mutex_set, pthread_cond_timedwait), support: 16, confidence: 84.21%
bug: pthread_cond_timedwait in apr_thread_cond_timedwait, pair: (apr_allocator_owner_get, pthread_cond_timedwait), support: 16, confidence: 84.21%
bug: pthread_cond_timedwait in apr_thread_cond_timedwait, pair: (apr_bucket_socket_make, pthread_cond_timedwait), support: 16, confidence: 84.21%
bug: pthread_cond_timedwait in apr_thread_cond_timedwait, pair: (apr_pool_allocator_get, pthread_cond_timedwait), support: 16, confidence: 84.21%
bug: pthread_cond_timedwait in apr_thread_cond_timedwait, pair: (apr_pool_destroy, pthread_cond_timedwait), support: 16, confidence: 84.21%
bug: pthread_cond_timedwait in apr_thread_cond_timedwait, pair: (apr_proc_kill, pthread_cond_timedwait), support: 16, confidence: 84.21%
bug: pthread_cond_timedwait in apr_thread_cond_timedwait, pair: (apr_sleep, pthread_cond_timedwait), support: 16, confidence: 84.21%
bug: pthread_cond_timedwait in apr_thread_cond_timedwait, pair: (apr_thread_mutex_lock, pthread_cond_timedwait), support: 18, confidence: 94.74%
bug: pthread_cond_timedwait in apr_thread_cond_timedwait, pair: (apr_thread_mutex_unlock, pthread_cond_timedwait), support: 18, confidence: 94.74%
bug: pthread_cond_timedwait in apr_thread_cond_timedwait, pair: (destroy_resource, pthread_cond_timedwait), support: 17, confidence: 89.47%
bug: pthread_cond_timedwait in apr_thread_cond_timedwait, pair: (__errno_location, pthread_cond_timedwait), support: 16, confidence: 84.21%
bug: pthread_cond_timedwait in apr_thread_cond_timedwait, pair: (free_container, pthread_cond_timedwait), support: 17, confidence: 89.47%
bug: pthread_cond_timedwait in apr_thread_cond_timedwait, pair: (free_proc_chain, pthread_cond_timedwait), support: 16, confidence: 84.21%
bug: pthread_cond_timedwait in apr_thread_cond_timedwait, pair: (free, pthread_cond_timedwait), support: 16, confidence: 84.21%
bug: pthread_cond_timedwait in apr_thread_cond_timedwait, pair: (kill, pthread_cond_timedwait), support: 16, confidence: 84.21%
bug: pthread_cond_timedwait in apr_thread_cond_timedwait, pair: (malloc, pthread_cond_timedwait), support: 18, confidence: 94.74%
bug: pthread_cond_timedwait in apr_thread_cond_timedwait, pair: (pop_resource, pthread_cond_timedwait), support: 17, confidence: 89.47%
bug: pthread_cond_timedwait in apr_thread_cond_timedwait, pair: (pthread_cond_timedwait, pthread_cond_wait), support: 18, confidence: 94.74%
bug: pthread_cond_timedwait in apr_thread_cond_timedwait, pair: (pthread_cond_timedwait, run_cleanups), support: 16, confidence: 84.21%
bug: pthread_cond_timedwait in ms_find_conn, pair: (allocator_free, pthread_cond_timedwait), support: 16, confidence: 84.21%
bug: pthread_cond_timedwait in ms_find_conn, pair: (apr_allocator_destroy, pthread_cond_timedwait), support: 16, confidence: 84.21%
bug: pthread_cond_timedwait in ms_find_conn, pair: (apr_allocator_mutex_get, pthread_cond_timedwait), support: 16, confidence: 84.21%
bug: pthread_cond_timedwait in ms_find_conn, pair: (apr_allocator_mutex_set, pthread_cond_timedwait), support: 16, confidence: 84.21%
bug: pthread_cond_timedwait in ms_find_conn, pair: (apr_allocator_owner_get, pthread_cond_timedwait), support: 16, confidence: 84.21%
bug: pthread_cond_timedwait in ms_find_conn, pair: (apr_pool_destroy, pthread_cond_timedwait), support: 16, confidence: 84.21%
bug: pthread_cond_timedwait in ms_find_conn, pair: (apr_proc_kill, pthread_cond_timedwait), support: 16, confidence: 84.21%
bug: pthread_cond_timedwait in ms_find_conn, pair: (apr_sleep, pthread_cond_timedwait), support: 16, confidence: 84.21%
bug: pthread_cond_timedwait in ms_find_conn, pair: (__errno_location, pthread_cond_timedwait), support: 16, confidence: 84.21%
bug: pthread_cond_timedwait in ms_find_conn, pair: (free_proc_chain, pthread_cond_timedwait), support: 16, confidence: 84.21%
bug: pthread_cond_timedwait in ms_find_conn, pair: (free, pthread_cond_timedwait), support: 16, confidence: 84.21%
bug: pthread_cond_timedwait in ms_find_conn, pair: (kill, pthread_cond_timedwait), support: 16, confidence: 84.21%
bug: pthread_cond_timedwait in ms_find_conn, pair: (pthread_cond_timedwait, run_cleanups), support: 16, confidence: 84.21%
bug: pthread_cond_timedwait in thread_pool_func, pair: (apr_bucket_socket_make, pthread_cond_timedwait), support: 16, confidence: 84.21%
bug: pthread_cond_timedwait in thread_pool_func, pair: (apr_pool_allocator_get, pthread_cond_timedwait), support: 16, confidence: 84.21%
bug: pthread_cond_timedwait in thread_pool_func, pair: (destroy_resource, pthread_cond_timedwait), support: 17, confidence: 89.47%
bug: pthread_cond_timedwait in thread_pool_func, pair: (free_container, pthread_cond_timedwait), support: 17, confidence: 89.47%
bug: pthread_cond_timedwait in thread_pool_func, pair: (pop_resource, pthread_cond_timedwait), support: 17, confidence: 89.47%
bug: pthread_cond_wait in apr_queue_pop, pair: (destroy_resource, pthread_cond_wait), support: 17, confidence: 80.95%
bug: pthread_cond_wait in apr_queue_pop, pair: (free_container, pthread_cond_wait), support: 17, confidence: 80.95%
bug: pthread_cond_wait in apr_queue_pop, pair: (gettimeofday, pthread_cond_wait), support: 18, confidence: 85.71%
bug: pthread_cond_wait in apr_queue_pop, pair: (malloc, pthread_cond_wait), support: 18, confidence: 85.71%
bug: pthread_cond_wait in apr_queue_pop, pair: (pop_resource, pthread_cond_wait), support: 17, confidence: 80.95%
bug: pthread_cond_wait in apr_queue_pop, pair: (pthread_cond_timedwait, pthread_cond_wait), support: 18, confidence: 85.71%
bug: pthread_cond_wait in apr_queue_push, pair: (destroy_resource, pthread_cond_wait), support: 17, confidence: 80.95%
bug: pthread_cond_wait in apr_queue_push, pair: (free_container, pthread_cond_wait), support: 17, confidence: 80.95%
bug: pthread_cond_wait in apr_queue_push, pair: (gettimeofday, pthread_cond_wait), support: 18, confidence: 85.71%
bug: pthread_cond_wait in apr_queue_push, pair: (malloc, pthread_cond_wait), support: 18, confidence: 85.71%
bug: pthread_cond_wait in apr_queue_push, pair: (pop_resource, pthread_cond_wait), support: 17, confidence: 80.95%
bug: pthread_cond_wait in apr_queue_push, pair: (pthread_cond_timedwait, pthread_cond_wait), support: 18, confidence: 85.71%
bug: pthread_cond_wait in apr_reslist_acquire, pair: (pthread_cond_signal, pthread_cond_wait), support: 17, confidence: 80.95%
bug: pthread_cond_wait in apr_thread_cond_wait, pair: (apr_thread_mutex_lock, pthread_cond_wait), support: 20, confidence: 95.24%
bug: pthread_cond_wait in apr_thread_cond_wait, pair: (apr_thread_mutex_unlock, pthread_cond_wait), support: 20, confidence: 95.24%
bug: pthread_cond_wait in apr_thread_cond_wait, pair: (destroy_resource, pthread_cond_wait), support: 17, confidence: 80.95%
bug: pthread_cond_wait in apr_thread_cond_wait, pair: (free_container, pthread_cond_wait), support: 17, confidence: 80.95%
bug: pthread_cond_wait in apr_thread_cond_wait, pair: (gettimeofday, pthread_cond_wait), support: 18, confidence: 85.71%
bug: pthread_cond_wait in apr_thread_cond_wait, pair: (malloc, pthread_cond_wait), support: 18, confidence: 85.71%
bug: pthread_cond_wait in apr_thread_cond_wait, pair: (pop_resource, pthread_cond_wait), support: 17, confidence: 80.95%
bug: pthread_cond_wait in apr_thread_cond_wait, pair: (pthread_cond_signal, pthread_cond_wait), support: 17, confidence: 80.95%
bug: pthread_cond_wait in apr_thread_cond_wait, pair: (pthread_cond_timedwait, pthread_cond_wait), support: 18, confidence: 85.71%
bug: pthread_cond_wait in ms_find_conn, pair: (pthread_cond_signal, pthread_cond_wait), support: 17, confidence: 80.95%
bug: pthread_cond_wait in thread_pool_func, pair: (destroy_resource, pthread_cond_wait), support: 17, confidence: 80.95%
bug: pthread_cond_wait in thread_pool_func, pair: (free_container, pthread_cond_wait), support: 17, confidence: 80.95%
bug: pthread_cond_wait in thread_pool_func, pair: (pop_resource, pthread_cond_wait), support: 17, confidence: 80.95%
bug: pthread_cond_wait in thread_pool_func, pair: (pthread_cond_signal, pthread_cond_wait), support: 17, confidence: 80.95%
bug: pthread_mutexattr_destroy in proc_mutex_proc_pthread_create, pair: (pthread_mutexattr_destroy, pthread_mutexattr_settype), support: 26, confidence: 96.30%
bug: pthread_mutexattr_init in proc_mutex_proc_pthread_create, pair: (pthread_mutexattr_init, pthread_mutexattr_settype), support: 26, confidence: 96.30%
bug: qsort in ap_core_reorder_directories, pair: (qsort, strcmp), support: 13, confidence: 86.67%
bug: qsort in ap_fixup_virtual_hosts, pair: (qsort, strcmp), support: 13, confidence: 86.67%
bug: qsort in read_types_multi, pair: (apr_thread_mutex_lock, qsort), support: 14, confidence: 93.33%
bug: qsort in read_types_multi, pair: (apr_thread_mutex_unlock, qsort), support: 14, confidence: 93.33%
bug: qsort in read_types_multi, pair: (malloc, qsort), support: 14, confidence: 93.33%
bug: read in ap_lingering_close, pair: (poll, read), support: 41, confidence: 80.39%
bug: read in ap_lingering_close, pair: (read, write), support: 42, confidence: 82.35%
bug: read in apr_generate_random_bytes, pair: (apr_thread_mutex_lock, read), support: 43, confidence: 84.31%
bug: read in apr_generate_random_bytes, pair: (apr_thread_mutex_unlock, read), support: 43, confidence: 84.31%
bug: read in apr_generate_random_bytes, pair: (poll, read), support: 41, confidence: 80.39%
bug: read in apr_generate_random_bytes, pair: (read, write), support: 42, confidence: 82.35%
bug: read in apr_socket_recv, pair: (apr_thread_mutex_lock, read), support: 43, confidence: 84.31%
bug: read in apr_socket_recv, pair: (apr_thread_mutex_unlock, read), support: 43, confidence: 84.31%
bug: read in apr_socket_recv, pair: (poll, read), support: 41, confidence: 80.39%
bug: read in apr_socket_recv, pair: (read, write), support: 42, confidence: 82.35%
bug: read in apr_uuid_get, pair: (apr_thread_mutex_lock, read), support: 43, confidence: 84.31%
bug: read in apr_uuid_get, pair: (apr_thread_mutex_unlock, read), support: 43, confidence: 84.31%
bug: read in apr_uuid_get, pair: (poll, read), support: 41, confidence: 80.39%
bug: read in apr_uuid_get, pair: (read, write), support: 42, confidence: 82.35%
bug: read in file_read_buffered, pair: (apr_thread_mutex_lock, read), support: 43, confidence: 84.31%
bug: read in file_read_buffered, pair: (apr_thread_mutex_unlock, read), support: 43, confidence: 84.31%
bug: read in file_read_buffered, pair: (poll, read), support: 41, confidence: 80.39%
bug: read in get_pseudo_node_identifier, pair: (apr_thread_mutex_lock, read), support: 43, confidence: 84.31%
bug: read in get_pseudo_node_identifier, pair: (apr_thread_mutex_unlock, read), support: 43, confidence: 84.31%
bug: read in get_pseudo_node_identifier, pair: (poll, read), support: 41, confidence: 80.39%
bug: read in get_pseudo_node_identifier, pair: (read, write), support: 42, confidence: 82.35%
bug: read in get_random_info, pair: (apr_thread_mutex_lock, read), support: 43, confidence: 84.31%
bug: read in get_random_info, pair: (apr_thread_mutex_unlock, read), support: 43, confidence: 84.31%
bug: read in get_random_info, pair: (poll, read), support: 41, confidence: 80.39%
bug: read in get_random_info, pair: (read, write), support: 42, confidence: 82.35%
bug: read in init_state, pair: (apr_thread_mutex_lock, read), support: 43, confidence: 84.31%
bug: read in init_state, pair: (apr_thread_mutex_unlock, read), support: 43, confidence: 84.31%
bug: read in init_state, pair: (poll, read), support: 41, confidence: 80.39%
bug: read in init_state, pair: (read, write), support: 42, confidence: 82.35%
bug: read in socket_bucket_read, pair: (poll, read), support: 41, confidence: 80.39%
bug: read in socket_bucket_read, pair: (read, write), support: 42, confidence: 82.35%
bug: read in true_random, pair: (apr_thread_mutex_lock, read), support: 43, confidence: 84.31%
bug: read in true_random, pair: (apr_thread_mutex_unlock, read), support: 43, confidence: 84.31%
bug: read in true_random, pair: (poll, read), support: 41, confidence: 80.39%
bug: read in true_random, pair: (read, write), support: 42, confidence: 82.35%
bug: run_cleanups in ap_mpm_run, pair: (allocator_free, run_cleanups), support: 46, confidence: 97.87%
bug: run_cleanups in apr_pool_destroy, pair: (apr_pool_destroy, run_cleanups), support: 46, confidence: 97.87%
bug: run_cleanups in init_process, pair: (apr_allocator_destroy, run_cleanups), support: 45, confidence: 95.74%
bug: run_cleanups in main, pair: (apr_allocator_destroy, run_cleanups), support: 45, confidence: 95.74%
bug: sigemptyset in apr_signal_block, pair: (sigaction, sigemptyset), support: 10, confidence: 83.33%
bug: sigemptyset in apr_signal_unblock, pair: (sigaction, sigemptyset), support: 10, confidence: 83.33%
bug: strchr in add_desc, pair: (__ctype_b_loc, strchr), support: 238, confidence: 82.35%
bug: strchr in add_desc, pair: (strchr, strlen), support: 246, confidence: 85.12%
bug: strchr in add_icon, pair: (__ctype_b_loc, strchr), support: 238, confidence: 82.35%
bug: strchr in add_icon, pair: (strchr, strlen), support: 246, confidence: 85.12%
bug: strchr in add_include_vars, pair: (strchr, strlen), support: 246, confidence: 85.12%
bug: strchr in add_ssi_vars, pair: (strchr, strlen), support: 246, confidence: 85.12%
bug: strchr in allow_cmd, pair: (__ctype_b_loc, strchr), support: 238, confidence: 82.35%
bug: strchr in allow_cmd, pair: (strchr, strlen), support: 246, confidence: 85.12%
bug: strchr in analyze_ct, pair: (strchr, strlen), support: 246, confidence: 85.12%
bug: strchr in ap_byterange_filter, pair: (__ctype_b_loc, strchr), support: 238, confidence: 82.35%
bug: strchr in ap_content_type_tolower, pair: (__ctype_b_loc, strchr), support: 238, confidence: 82.35%
bug: strchr in ap_content_type_tolower, pair: (strchr, strlen), support: 246, confidence: 85.12%
bug: strchr in ap_get_mime_headers_core, pair: (__ctype_b_loc, strchr), support: 238, confidence: 82.35%
bug: strchr in ap_get_mime_headers, pair: (__ctype_b_loc, strchr), support: 238, confidence: 82.35%
bug: strchr in ap_getword_nulls_nc, pair: (__ctype_b_loc, strchr), support: 238, confidence: 82.35%
bug: strchr in ap_getword_nulls, pair: (__ctype_b_loc, strchr), support: 238, confidence: 82.35%
bug: strchr in ap_ind, pair: (__ctype_b_loc, strchr), support: 238, confidence: 82.35%
bug: strchr in ap_ind, pair: (strchr, strlen), support: 246, confidence: 85.12%
bug: strchr in ap_invoke_handler, pair: (__ctype_b_loc, strchr), support: 238, confidence: 82.35%
bug: strchr in ap_invoke_handler, pair: (strchr, strlen), support: 246, confidence: 85.12%
bug: strchr in ap_lingering_close, pair: (__ctype_b_loc, strchr), support: 238, confidence: 82.35%
bug: strchr in ap_meets_conditions, pair: (strchr, strlen), support: 246, confidence: 85.12%
bug: strchr in ap_mpm_rewrite_args, pair: (__ctype_b_loc, strchr), support: 238, confidence: 82.35%
bug: strchr in ap_os_escape_path, pair: (__ctype_b_loc, strchr), support: 238, confidence: 82.35%
bug: strchr in apr_date_parse_http, pair: (strchr, strlen), support: 246, confidence: 85.12%
bug: strchr in apr_date_parse_rfc, pair: (strchr, strlen), support: 246, confidence: 85.12%
bug: strchr in ap_resolve_env, pair: (__ctype_b_loc, strchr), support: 238, confidence: 82.35%
bug: strchr in apr_filepath_list_split_impl, pair: (__ctype_b_loc, strchr), support: 238, confidence: 82.35%
bug: strchr in apr_filepath_list_split, pair: (__ctype_b_loc, strchr), support: 238, confidence: 82.35%
bug: strchr in apr_fnmatch, pair: (strchr, strlen), support: 246, confidence: 85.12%
bug: strchr in apr_getopt, pair: (__ctype_b_loc, strchr), support: 238, confidence: 82.35%
bug: strchr in apr_getopt, pair: (strchr, strlen), support: 246, confidence: 85.12%
bug: strchr in apr_inet_pton, pair: (__ctype_b_loc, strchr), support: 238, confidence: 82.35%
bug: strchr in apr_inet_pton, pair: (strchr, strlen), support: 246, confidence: 85.12%
bug: strchr in apr_memcache_getp, pair: (__ctype_b_loc, strchr), support: 238, confidence: 82.35%
bug: strchr in apr_memcache_multgetp, pair: (__ctype_b_loc, strchr), support: 238, confidence: 82.35%
bug: strchr in apr_memcache_stats, pair: (__ctype_b_loc, strchr), support: 238, confidence: 82.35%
bug: strchr in apr_memcache_stats, pair: (strchr, strlen), support: 246, confidence: 85.12%
bug: strchr in apr_strtok, pair: (__ctype_b_loc, strchr), support: 238, confidence: 82.35%
bug: strchr in apr_strtok, pair: (strchr, strlen), support: 246, confidence: 85.12%
bug: strchr in ap_run_sub_req, pair: (__ctype_b_loc, strchr), support: 238, confidence: 82.35%
bug: strchr in ap_run_sub_req, pair: (strchr, strlen), support: 246, confidence: 85.12%
bug: strchr in apr_uri_parse_hostinfo, pair: (__ctype_b_loc, strchr), support: 238, confidence: 82.35%
bug: strchr in apr_uri_parse, pair: (__ctype_b_loc, strchr), support: 238, confidence: 82.35%
bug: strchr in apr_uri_unparse, pair: (__ctype_b_loc, strchr), support: 238, confidence: 82.35%
bug: strchr in ap_set_byterange, pair: (__ctype_b_loc, strchr), support: 238, confidence: 82.35%
bug: strchr in ap_set_byterange, pair: (strchr, strlen), support: 246, confidence: 85.12%
bug: strchr in ap_strchr_c, pair: (__ctype_b_loc, strchr), support: 238, confidence: 82.35%
bug: strchr in ap_strchr_c, pair: (strchr, strlen), support: 246, confidence: 85.12%
bug: strchr in ap_strchr, pair: (__ctype_b_loc, strchr), support: 238, confidence: 82.35%
bug: strchr in ap_strchr, pair: (strchr, strlen), support: 246, confidence: 85.12%
bug: strchr in apu_dso_load, pair: (__ctype_b_loc, strchr), support: 238, confidence: 82.35%
bug: strchr in ap_unescape_url_keep2f_ex, pair: (strchr, strlen), support: 246, confidence: 85.12%
bug: strchr in ap_unescape_url_keep2f, pair: (strchr, strlen), support: 246, confidence: 85.12%
bug: strchr in ap_unescape_url, pair: (strchr, strlen), support: 246, confidence: 85.12%
bug: strchr in ap_update_child_status_from_indexes, pair: (__ctype_b_loc, strchr), support: 238, confidence: 82.35%
bug: strchr in ap_update_child_status, pair: (__ctype_b_loc, strchr), support: 238, confidence: 82.35%
bug: strchr in best_match, pair: (__ctype_b_loc, strchr), support: 238, confidence: 82.35%
bug: strchr in cgi_bucket_read, pair: (__ctype_b_loc, strchr), support: 238, confidence: 82.35%
bug: strchr in cgi_bucket_read, pair: (strchr, strlen), support: 246, confidence: 85.12%
bug: strchr in copy_request, pair: (__ctype_b_loc, strchr), support: 238, confidence: 82.35%
bug: strchr in default_build_command, pair: (strchr, strlen), support: 246, confidence: 85.12%
bug: strchr in filter_protocol, pair: (__ctype_b_loc, strchr), support: 238, confidence: 82.35%
bug: strchr in filter_protocol, pair: (strchr, strlen), support: 246, confidence: 85.12%
bug: strchr in filter_provider, pair: (__ctype_b_loc, strchr), support: 238, confidence: 82.35%
bug: strchr in filter_provider, pair: (strchr, strlen), support: 246, confidence: 85.12%
bug: strchr in find_ct, pair: (strchr, strlen), support: 246, confidence: 85.12%
