bug: abort in add_browser, pair: (abort, ap_run_error_log), support: 16, confidence: 80.00%
bug: pthread_cond_timedwait in apr_reslist_acquire, pair: (apr_allocator_owner_get, pthread_cond_timedwait), support: 15, confidence: 83.33%
bug: pthread_cond_timedwait in apr_reslist_acquire, pair: (apr_bucket_socket_make, pthread_cond_timedwait), support: 15, confidence: 83.33%
bug: pthread_cond_timedwait in apr_reslist_acquire, pair: (apr_pool_allocator_get, pthread_cond_timedwait), support: 15, confidence: 83.33%
bug: pthread_cond_timedwait in apr_reslist_acquire, pair: (apr_pool_destroy, pthread_cond_timedwait), support: 15, confidence: 83.33%
bug: pthread_cond_timedwait in apr_reslist_acquire, pair: (apr_proc_kill, pthread_cond_timedwait), support: 15, confidence: 83.33%
bug: pthread_cond_timedwait in apr_reslist_acquire, pair: (apr_sleep, pthread_cond_timedwait), support: 15, confidence: 83.33%
bug: pthread_cond_timedwait in apr_reslist_acquire, pair: (__errno_location, pthread_cond_timedwait), support: 15, confidence: 83.33%
bug: pthread_cond_timedwait in apr_reslist_acquire, pair: (free_proc_chain, pthread_cond_timedwait), support: 15, confidence: 83.33%
bug: pthread_cond_timedwait in apr_reslist_acquire, pair: (free, pthread_cond_timedwait), support: 15, confidence: 83.33%
bug: pthread_cond_timedwait in apr_reslist_acquire, pair: (pthread_cond_timedwait, run_cleanups), support: 15, confidence: 83.33%
bug: pthread_cond_timedwait in apr_thread_cond_timedwait, pair: (allocator_free, pthread_cond_timedwait), support: 15, confidence: 83.33%
bug: pthread_cond_timedwait in apr_thread_cond_timedwait, pair: (apr_allocator_destroy, pthread_cond_timedwait), support: 15, confidence: 83.33%
bug: pthread_cond_timedwait in apr_thread_cond_timedwait, pair: (apr_allocator_mutex_get, pthread_cond_timedwait), support: 15, confidence: 83.33%
bug: pthread_cond_timedwait in apr_thread_cond_timedwait, pair: (apr_allocator_mutex_set, pthread_cond_timedwait), support: 15, confidence: 83.33%
bug: pthread_cond_timedwait in apr_thread_cond_timedwait, pair: (apr_allocator_owner_get, pthread_cond_timedwait), support: 15, confidence: 83.33%
bug: pthread_cond_timedwait in apr_thread_cond_timedwait, pair: (apr_bucket_socket_make, pthread_cond_timedwait), support: 15, confidence: 83.33%
bug: pthread_cond_timedwait in apr_thread_cond_timedwait, pair: (apr_pool_allocator_get, pthread_cond_timedwait), support: 15, confidence: 83.33%
bug: pthread_cond_timedwait in apr_thread_cond_timedwait, pair: (apr_pool_destroy, pthread_cond_timedwait), support: 15, confidence: 83.33%
bug: pthread_cond_timedwait in apr_thread_cond_timedwait, pair: (apr_proc_kill, pthread_cond_timedwait), support: 15, confidence: 83.33%
bug: pthread_cond_timedwait in apr_thread_cond_timedwait, pair: (apr_sleep, pthread_cond_timedwait), support: 15, confidence: 83.33%
bug: pthread_cond_timedwait in apr_thread_cond_timedwait, pair: (apr_thread_mutex_lock, pthread_cond_timedwait), support: 17, confidence: 94.44%
bug: pthread_cond_timedwait in apr_thread_cond_timedwait, pair: (apr_thread_mutex_unlock, pthread_cond_timedwait), support: 17, confidence: 94.44%
bug: pthread_cond_timedwait in apr_thread_cond_timedwait, pair: (destroy_resource, pthread_cond_timedwait), support: 16, confidence: 88.89%
bug: pthread_cond_timedwait in apr_thread_cond_timedwait, pair: (__errno_location, pthread_cond_timedwait), support: 15, confidence: 83.33%
bug: pthread_cond_timedwait in apr_thread_cond_timedwait, pair: (free_container, pthread_cond_timedwait), support: 16, confidence: 88.89%
bug: pthread_cond_timedwait in apr_thread_cond_timedwait, pair: (free_proc_chain, pthread_cond_timedwait), support: 15, confidence: 83.33%
bug: pthread_cond_timedwait in apr_thread_cond_timedwait, pair: (free, pthread_cond_timedwait), support: 15, confidence: 83.33%
bug: pthread_cond_timedwait in apr_thread_cond_timedwait, pair: (pop_resource, pthread_cond_timedwait), support: 16, confidence: 88.89%
bug: pthread_cond_timedwait in apr_thread_cond_timedwait, pair: (pthread_cond_timedwait, pthread_cond_wait), support: 17, confidence: 94.44%
bug: pthread_cond_timedwait in apr_thread_cond_timedwait, pair: (pthread_cond_timedwait, run_cleanups), support: 15, confidence: 83.33%
bug: pthread_cond_timedwait in ms_find_conn, pair: (allocator_free, pthread_cond_timedwait), support: 15, confidence: 83.33%
bug: pthread_cond_timedwait in ms_find_conn, pair: (apr_allocator_destroy, pthread_cond_timedwait), support: 15, confidence: 83.33%
bug: pthread_cond_timedwait in ms_find_conn, pair: (apr_allocator_mutex_get, pthread_cond_timedwait), support: 15, confidence: 83.33%
bug: pthread_cond_timedwait in ms_find_conn, pair: (apr_allocator_mutex_set, pthread_cond_timedwait), support: 15, confidence: 83.33%
bug: pthread_cond_timedwait in ms_find_conn, pair: (apr_allocator_owner_get, pthread_cond_timedwait), support: 15, confidence: 83.33%
bug: pthread_cond_timedwait in ms_find_conn, pair: (apr_pool_destroy, pthread_cond_timedwait), support: 15, confidence: 83.33%
bug: pthread_cond_timedwait in ms_find_conn, pair: (apr_proc_kill, pthread_cond_timedwait), support: 15, confidence: 83.33%
bug: pthread_cond_timedwait in ms_find_conn, pair: (apr_sleep, pthread_cond_timedwait), support: 15, confidence: 83.33%
bug: pthread_cond_timedwait in ms_find_conn, pair: (__errno_location, pthread_cond_timedwait), support: 15, confidence: 83.33%
bug: pthread_cond_timedwait in ms_find_conn, pair: (free_proc_chain, pthread_cond_timedwait), support: 15, confidence: 83.33%
bug: pthread_cond_timedwait in ms_find_conn, pair: (free, pthread_cond_timedwait), support: 15, confidence: 83.33%
bug: pthread_cond_timedwait in ms_find_conn, pair: (pthread_cond_timedwait, run_cleanups), support: 15, confidence: 83.33%
bug: pthread_cond_timedwait in thread_pool_func, pair: (apr_bucket_socket_make, pthread_cond_timedwait), support: 15, confidence: 83.33%
bug: pthread_cond_timedwait in thread_pool_func, pair: (apr_pool_allocator_get, pthread_cond_timedwait), support: 15, confidence: 83.33%
bug: pthread_cond_timedwait in thread_pool_func, pair: (destroy_resource, pthread_cond_timedwait), support: 16, confidence: 88.89%
bug: pthread_cond_timedwait in thread_pool_func, pair: (free_container, pthread_cond_timedwait), support: 16, confidence: 88.89%
bug: pthread_cond_timedwait in thread_pool_func, pair: (pop_resource, pthread_cond_timedwait), support: 16, confidence: 88.89%
bug: pthread_cond_wait in apr_queue_pop, pair: (destroy_resource, pthread_cond_wait), support: 16, confidence: 80.00%
bug: pthread_cond_wait in apr_queue_pop, pair: (free_container, pthread_cond_wait), support: 16, confidence: 80.00%
bug: pthread_cond_wait in apr_queue_pop, pair: (gettimeofday, pthread_cond_wait), support: 17, confidence: 85.00%
bug: pthread_cond_wait in apr_queue_pop, pair: (pop_resource, pthread_cond_wait), support: 16, confidence: 80.00%
bug: pthread_cond_wait in apr_queue_pop, pair: (pthread_cond_timedwait, pthread_cond_wait), support: 17, confidence: 85.00%
bug: pthread_cond_wait in apr_queue_push, pair: (destroy_resource, pthread_cond_wait), support: 16, confidence: 80.00%
bug: pthread_cond_wait in apr_queue_push, pair: (free_container, pthread_cond_wait), support: 16, confidence: 80.00%
bug: pthread_cond_wait in apr_queue_push, pair: (gettimeofday, pthread_cond_wait), support: 17, confidence: 85.00%
bug: pthread_cond_wait in apr_queue_push, pair: (pop_resource, pthread_cond_wait), support: 16, confidence: 80.00%
bug: pthread_cond_wait in apr_queue_push, pair: (pthread_cond_timedwait, pthread_cond_wait), support: 17, confidence: 85.00%
bug: pthread_cond_wait in apr_reslist_acquire, pair: (pthread_cond_signal, pthread_cond_wait), support: 16, confidence: 80.00%
bug: pthread_cond_wait in apr_thread_cond_wait, pair: (apr_thread_mutex_lock, pthread_cond_wait), support: 19, confidence: 95.00%
bug: pthread_cond_wait in apr_thread_cond_wait, pair: (apr_thread_mutex_unlock, pthread_cond_wait), support: 19, confidence: 95.00%
bug: pthread_cond_wait in apr_thread_cond_wait, pair: (destroy_resource, pthread_cond_wait), support: 16, confidence: 80.00%
bug: pthread_cond_wait in apr_thread_cond_wait, pair: (free_container, pthread_cond_wait), support: 16, confidence: 80.00%
bug: pthread_cond_wait in apr_thread_cond_wait, pair: (gettimeofday, pthread_cond_wait), support: 17, confidence: 85.00%
bug: pthread_cond_wait in apr_thread_cond_wait, pair: (pop_resource, pthread_cond_wait), support: 16, confidence: 80.00%
bug: pthread_cond_wait in apr_thread_cond_wait, pair: (pthread_cond_signal, pthread_cond_wait), support: 16, confidence: 80.00%
bug: pthread_cond_wait in apr_thread_cond_wait, pair: (pthread_cond_timedwait, pthread_cond_wait), support: 17, confidence: 85.00%
bug: pthread_cond_wait in ms_find_conn, pair: (pthread_cond_signal, pthread_cond_wait), support: 16, confidence: 80.00%
bug: pthread_cond_wait in thread_pool_func, pair: (destroy_resource, pthread_cond_wait), support: 16, confidence: 80.00%
bug: pthread_cond_wait in thread_pool_func, pair: (free_container, pthread_cond_wait), support: 16, confidence: 80.00%
bug: pthread_cond_wait in thread_pool_func, pair: (pop_resource, pthread_cond_wait), support: 16, confidence: 80.00%
bug: pthread_cond_wait in thread_pool_func, pair: (pthread_cond_signal, pthread_cond_wait), support: 16, confidence: 80.00%
bug: pthread_mutexattr_destroy in apr_dbm_get_usednames, pair: (malloc, pthread_mutexattr_destroy), support: 24, confidence: 92.31%
bug: pthread_mutexattr_destroy in apr_dbm_open, pair: (malloc, pthread_mutexattr_destroy), support: 24, confidence: 92.31%
bug: pthread_mutexattr_destroy in proc_mutex_proc_pthread_create, pair: (pthread_mutexattr_destroy, pthread_mutexattr_settype), support: 25, confidence: 96.15%
bug: pthread_mutexattr_init in apr_dbm_get_usednames, pair: (malloc, pthread_mutexattr_init), support: 24, confidence: 92.31%
bug: pthread_mutexattr_init in apr_dbm_open, pair: (malloc, pthread_mutexattr_init), support: 24, confidence: 92.31%
bug: pthread_mutexattr_init in proc_mutex_proc_pthread_create, pair: (pthread_mutexattr_init, pthread_mutexattr_settype), support: 25, confidence: 96.15%
bug: pthread_mutexattr_settype in apr_dbm_get_usednames, pair: (malloc, pthread_mutexattr_settype), support: 23, confidence: 92.00%
bug: pthread_mutexattr_settype in apr_dbm_open, pair: (malloc, pthread_mutexattr_settype), support: 23, confidence: 92.00%
bug: qsort in ap_core_reorder_directories, pair: (qsort, strcmp), support: 13, confidence: 86.67%
bug: qsort in ap_fixup_virtual_hosts, pair: (qsort, strcmp), support: 13, confidence: 86.67%
bug: read in apr_generate_random_bytes, pair: (apr_thread_mutex_lock, read), support: 38, confidence: 82.61%
bug: read in apr_generate_random_bytes, pair: (apr_thread_mutex_unlock, read), support: 38, confidence: 82.61%
bug: read in apr_socket_recv, pair: (apr_thread_mutex_lock, read), support: 38, confidence: 82.61%
bug: read in apr_socket_recv, pair: (apr_thread_mutex_unlock, read), support: 38, confidence: 82.61%
bug: read in apr_uuid_get, pair: (apr_thread_mutex_lock, read), support: 38, confidence: 82.61%
bug: read in apr_uuid_get, pair: (apr_thread_mutex_unlock, read), support: 38, confidence: 82.61%
bug: read in file_read_buffered, pair: (apr_thread_mutex_lock, read), support: 38, confidence: 82.61%
bug: read in file_read_buffered, pair: (apr_thread_mutex_unlock, read), support: 38, confidence: 82.61%
bug: read in get_pseudo_node_identifier, pair: (apr_thread_mutex_lock, read), support: 38, confidence: 82.61%
bug: read in get_pseudo_node_identifier, pair: (apr_thread_mutex_unlock, read), support: 38, confidence: 82.61%
bug: read in get_random_info, pair: (apr_thread_mutex_lock, read), support: 38, confidence: 82.61%
bug: read in get_random_info, pair: (apr_thread_mutex_unlock, read), support: 38, confidence: 82.61%
bug: read in init_state, pair: (apr_thread_mutex_lock, read), support: 38, confidence: 82.61%
bug: read in init_state, pair: (apr_thread_mutex_unlock, read), support: 38, confidence: 82.61%
bug: read in true_random, pair: (apr_thread_mutex_lock, read), support: 38, confidence: 82.61%
bug: read in true_random, pair: (apr_thread_mutex_unlock, read), support: 38, confidence: 82.61%
bug: run_cleanups in ap_mpm_run, pair: (allocator_free, run_cleanups), support: 46, confidence: 97.87%
bug: run_cleanups in apr_memcache_find_server_hash, pair: (apr_allocator_destroy, run_cleanups), support: 45, confidence: 95.74%
bug: run_cleanups in apr_memcache_find_server_hash, pair: (apr_allocator_mutex_get, run_cleanups), support: 46, confidence: 97.87%
bug: run_cleanups in apr_memcache_find_server_hash, pair: (apr_allocator_mutex_set, run_cleanups), support: 46, confidence: 97.87%
bug: run_cleanups in apr_memcache_find_server_hash, pair: (apr_allocator_owner_get, run_cleanups), support: 46, confidence: 97.87%
bug: run_cleanups in apr_memcache_find_server_hash, pair: (apr_proc_kill, run_cleanups), support: 46, confidence: 97.87%
bug: run_cleanups in apr_memcache_find_server_hash, pair: (apr_sleep, run_cleanups), support: 46, confidence: 97.87%
bug: run_cleanups in apr_memcache_find_server_hash, pair: (free, run_cleanups), support: 46, confidence: 97.87%
bug: run_cleanups in apr_pool_destroy, pair: (apr_pool_destroy, run_cleanups), support: 46, confidence: 97.87%
bug: run_cleanups in apr_terminate2, pair: (__errno_location, run_cleanups), support: 45, confidence: 95.74%
bug: run_cleanups in init_process, pair: (apr_allocator_destroy, run_cleanups), support: 45, confidence: 95.74%
bug: run_cleanups in init_process, pair: (__errno_location, run_cleanups), support: 45, confidence: 95.74%
bug: sigemptyset in apr_signal_block, pair: (sigaction, sigemptyset), support: 10, confidence: 83.33%
bug: sigemptyset in apr_signal_unblock, pair: (sigaction, sigemptyset), support: 10, confidence: 83.33%
bug: strchr in add_desc, pair: (__ctype_b_loc, strchr), support: 210, confidence: 80.15%
bug: strchr in add_desc, pair: (strchr, strlen), support: 219, confidence: 83.59%
bug: strchr in add_icon, pair: (__ctype_b_loc, strchr), support: 210, confidence: 80.15%
bug: strchr in add_icon, pair: (strchr, strlen), support: 219, confidence: 83.59%
bug: strchr in add_include_vars, pair: (strchr, strlen), support: 219, confidence: 83.59%
bug: strchr in add_ssi_vars, pair: (strchr, strlen), support: 219, confidence: 83.59%
bug: strchr in allow_cmd, pair: (__ctype_b_loc, strchr), support: 210, confidence: 80.15%
bug: strchr in allow_cmd, pair: (strchr, strlen), support: 219, confidence: 83.59%
bug: strchr in analyze_ct, pair: (strchr, strlen), support: 219, confidence: 83.59%
bug: strchr in ap_byterange_filter, pair: (__ctype_b_loc, strchr), support: 210, confidence: 80.15%
bug: strchr in ap_content_type_tolower, pair: (__ctype_b_loc, strchr), support: 210, confidence: 80.15%
bug: strchr in ap_content_type_tolower, pair: (strchr, strlen), support: 219, confidence: 83.59%
bug: strchr in ap_get_mime_headers_core, pair: (__ctype_b_loc, strchr), support: 210, confidence: 80.15%
bug: strchr in ap_get_mime_headers, pair: (__ctype_b_loc, strchr), support: 210, confidence: 80.15%
bug: strchr in ap_getword_nulls_nc, pair: (__ctype_b_loc, strchr), support: 210, confidence: 80.15%
bug: strchr in ap_getword_nulls, pair: (__ctype_b_loc, strchr), support: 210, confidence: 80.15%
bug: strchr in ap_ind, pair: (__ctype_b_loc, strchr), support: 210, confidence: 80.15%
bug: strchr in ap_ind, pair: (strchr, strlen), support: 219, confidence: 83.59%
bug: strchr in ap_invoke_handler, pair: (__ctype_b_loc, strchr), support: 210, confidence: 80.15%
bug: strchr in ap_invoke_handler, pair: (strchr, strlen), support: 219, confidence: 83.59%
bug: strchr in ap_lingering_close, pair: (__ctype_b_loc, strchr), support: 210, confidence: 80.15%
bug: strchr in ap_meets_conditions, pair: (strchr, strlen), support: 219, confidence: 83.59%
bug: strchr in ap_mpm_rewrite_args, pair: (__ctype_b_loc, strchr), support: 210, confidence: 80.15%
bug: strchr in ap_os_escape_path, pair: (__ctype_b_loc, strchr), support: 210, confidence: 80.15%
bug: strchr in apr_date_parse_http, pair: (strchr, strlen), support: 219, confidence: 83.59%
bug: strchr in apr_date_parse_rfc, pair: (strchr, strlen), support: 219, confidence: 83.59%
bug: strchr in ap_resolve_env, pair: (__ctype_b_loc, strchr), support: 210, confidence: 80.15%
bug: strchr in apr_filepath_list_split_impl, pair: (__ctype_b_loc, strchr), support: 210, confidence: 80.15%
bug: strchr in apr_filepath_list_split, pair: (__ctype_b_loc, strchr), support: 210, confidence: 80.15%
bug: strchr in apr_fnmatch, pair: (strchr, strlen), support: 219, confidence: 83.59%
bug: strchr in apr_getopt, pair: (__ctype_b_loc, strchr), support: 210, confidence: 80.15%
bug: strchr in apr_getopt, pair: (strchr, strlen), support: 219, confidence: 83.59%
bug: strchr in apr_inet_pton, pair: (__ctype_b_loc, strchr), support: 210, confidence: 80.15%
bug: strchr in apr_inet_pton, pair: (strchr, strlen), support: 219, confidence: 83.59%
bug: strchr in apr_memcache_getp, pair: (__ctype_b_loc, strchr), support: 210, confidence: 80.15%
bug: strchr in apr_memcache_multgetp, pair: (__ctype_b_loc, strchr), support: 210, confidence: 80.15%
bug: strchr in apr_memcache_stats, pair: (__ctype_b_loc, strchr), support: 210, confidence: 80.15%
bug: strchr in apr_memcache_stats, pair: (strchr, strlen), support: 219, confidence: 83.59%
bug: strchr in apr_strtok, pair: (__ctype_b_loc, strchr), support: 210, confidence: 80.15%
bug: strchr in apr_strtok, pair: (strchr, strlen), support: 219, confidence: 83.59%
bug: strchr in ap_run_sub_req, pair: (__ctype_b_loc, strchr), support: 210, confidence: 80.15%
bug: strchr in ap_run_sub_req, pair: (strchr, strlen), support: 219, confidence: 83.59%
bug: strchr in apr_uri_parse_hostinfo, pair: (__ctype_b_loc, strchr), support: 210, confidence: 80.15%
bug: strchr in apr_uri_parse, pair: (__ctype_b_loc, strchr), support: 210, confidence: 80.15%
bug: strchr in apr_uri_unparse, pair: (__ctype_b_loc, strchr), support: 210, confidence: 80.15%
bug: strchr in ap_set_byterange, pair: (__ctype_b_loc, strchr), support: 210, confidence: 80.15%
bug: strchr in ap_set_byterange, pair: (strchr, strlen), support: 219, confidence: 83.59%
bug: strchr in ap_strchr_c, pair: (__ctype_b_loc, strchr), support: 210, confidence: 80.15%
bug: strchr in ap_strchr_c, pair: (strchr, strlen), support: 219, confidence: 83.59%
bug: strchr in ap_strchr, pair: (__ctype_b_loc, strchr), support: 210, confidence: 80.15%
bug: strchr in ap_strchr, pair: (strchr, strlen), support: 219, confidence: 83.59%
bug: strchr in apu_dso_load, pair: (__ctype_b_loc, strchr), support: 210, confidence: 80.15%
bug: strchr in ap_unescape_url_keep2f_ex, pair: (strchr, strlen), support: 219, confidence: 83.59%
bug: strchr in ap_unescape_url_keep2f, pair: (strchr, strlen), support: 219, confidence: 83.59%
bug: strchr in ap_unescape_url, pair: (strchr, strlen), support: 219, confidence: 83.59%
bug: strchr in ap_update_child_status_from_indexes, pair: (__ctype_b_loc, strchr), support: 210, confidence: 80.15%
bug: strchr in ap_update_child_status, pair: (__ctype_b_loc, strchr), support: 210, confidence: 80.15%
bug: strchr in best_match, pair: (__ctype_b_loc, strchr), support: 210, confidence: 80.15%
bug: strchr in cgi_bucket_read, pair: (__ctype_b_loc, strchr), support: 210, confidence: 80.15%
bug: strchr in cgi_bucket_read, pair: (strchr, strlen), support: 219, confidence: 83.59%
bug: strchr in copy_request, pair: (__ctype_b_loc, strchr), support: 210, confidence: 80.15%
bug: strchr in default_build_command, pair: (strchr, strlen), support: 219, confidence: 83.59%
bug: strchr in filter_protocol, pair: (__ctype_b_loc, strchr), support: 210, confidence: 80.15%
bug: strchr in filter_protocol, pair: (strchr, strlen), support: 219, confidence: 83.59%
bug: strchr in filter_provider, pair: (__ctype_b_loc, strchr), support: 210, confidence: 80.15%
bug: strchr in filter_provider, pair: (strchr, strlen), support: 219, confidence: 83.59%
bug: strchr in find_ct, pair: (strchr, strlen), support: 219, confidence: 83.59%
bug: strchr in find_desc, pair: (strchr, strlen), support: 219, confidence: 83.59%
bug: strchr in find_title, pair: (__ctype_b_loc, strchr), support: 210, confidence: 80.15%
bug: strchr in find_title, pair: (strchr, strlen), support: 219, confidence: 83.59%
bug: strchr in get_ptoken, pair: (strchr, strlen), support: 219, confidence: 83.59%
bug: strchr in getsfunc_STRING, pair: (__ctype_b_loc, strchr), support: 210, confidence: 80.15%
bug: strchr in getsfunc_STRING, pair: (strchr, strlen), support: 219, confidence: 83.59%
bug: strchr in inet_pton4, pair: (__ctype_b_loc, strchr), support: 210, confidence: 80.15%
bug: strchr in inet_pton4, pair: (strchr, strlen), support: 219, confidence: 83.59%
bug: strchr in is_token, pair: (strchr, strlen), support: 219, confidence: 83.59%
bug: strchr in log_script_err, pair: (__ctype_b_loc, strchr), support: 210, confidence: 80.15%
bug: strchr in log_script_err, pair: (strchr, strlen), support: 219, confidence: 83.59%
bug: strchr in log_script, pair: (__ctype_b_loc, strchr), support: 210, confidence: 80.15%
bug: strchr in log_script, pair: (strchr, strlen), support: 219, confidence: 83.59%
bug: strchr in looks_like_ip, pair: (strchr, strlen), support: 219, confidence: 83.59%
bug: strchr in make_parent_entry, pair: (strchr, strlen), support: 219, confidence: 83.59%
bug: strchr in server_hostname_port, pair: (__ctype_b_loc, strchr), support: 210, confidence: 80.15%
bug: strchr in set_allow_opts, pair: (__ctype_b_loc, strchr), support: 210, confidence: 80.15%
bug: strchr in set_language_quality, pair: (__ctype_b_loc, strchr), support: 210, confidence: 80.15%
bug: strchr in start_handler, pair: (__ctype_b_loc, strchr), support: 210, confidence: 80.15%
bug: strchr in startup_children, pair: (__ctype_b_loc, strchr), support: 210, confidence: 80.15%
bug: strchr in stat_read_rtime, pair: (__ctype_b_loc, strchr), support: 210, confidence: 80.15%
bug: strchr in stat_read_rtime, pair: (strchr, strlen), support: 219, confidence: 83.59%
bug: strchr in strip_paren_comments, pair: (__ctype_b_loc, strchr), support: 210, confidence: 80.15%
bug: strchr in strip_paren_comments, pair: (strchr, strlen), support: 219, confidence: 83.59%
bug: strchr in translate_userdir, pair: (__ctype_b_loc, strchr), support: 210, confidence: 80.15%
bug: strchr in translate_userdir, pair: (strchr, strlen), support: 219, confidence: 83.59%
bug: strchr in update_stats, pair: (__ctype_b_loc, strchr), support: 210, confidence: 80.15%
bug: strchr in update_stats, pair: (strchr, strlen), support: 219, confidence: 83.59%
bug: strcpy in add_setenvif_core, pair: (apr_error_string, strcpy), support: 151, confidence: 83.43%
bug: strcpy in add_setenvif_core, pair: (__ctype_b_loc, strcpy), support: 158, confidence: 87.29%
bug: strcpy in add_setenvif_core, pair: (gai_strerror, strcpy), support: 151, confidence: 83.43%
bug: strcpy in add_setenvif_core, pair: (strchr, strcpy), support: 152, confidence: 83.98%
bug: strcpy in ap_directory_walk, pair: (apr_error_string, strcpy), support: 151, confidence: 83.43%
bug: strcpy in ap_directory_walk, pair: (gai_strerror, strcpy), support: 151, confidence: 83.43%
bug: strcpy in ap_get_mime_headers_core, pair: (apr_error_string, strcpy), support: 151, confidence: 83.43%
bug: strcpy in ap_get_mime_headers_core, pair: (__ctype_b_loc, strcpy), support: 158, confidence: 87.29%
bug: strcpy in ap_get_mime_headers_core, pair: (gai_strerror, strcpy), support: 151, confidence: 83.43%
bug: strcpy in ap_get_mime_headers, pair: (apr_error_string, strcpy), support: 151, confidence: 83.43%
bug: strcpy in ap_get_mime_headers, pair: (__ctype_b_loc, strcpy), support: 158, confidence: 87.29%
bug: strcpy in ap_get_mime_headers, pair: (gai_strerror, strcpy), support: 151, confidence: 83.43%
bug: strcpy in ap_http_chunk_filter, pair: (apr_thread_mutex_lock, strcpy), support: 145, confidence: 80.11%
bug: strcpy in ap_http_chunk_filter, pair: (apr_thread_mutex_unlock, strcpy), support: 145, confidence: 80.11%
bug: strcpy in ap_http_filter, pair: (apr_error_string, strcpy), support: 151, confidence: 83.43%
bug: strcpy in ap_http_filter, pair: (apr_thread_mutex_lock, strcpy), support: 145, confidence: 80.11%
bug: strcpy in ap_http_filter, pair: (apr_thread_mutex_unlock, strcpy), support: 145, confidence: 80.11%
bug: strcpy in ap_http_filter, pair: (gai_strerror, strcpy), support: 151, confidence: 83.43%
bug: strcpy in ap_init_scoreboard, pair: (__ctype_b_loc, strcpy), support: 158, confidence: 87.29%
bug: strcpy in ap_init_scoreboard, pair: (strchr, strcpy), support: 152, confidence: 83.98%
bug: strcpy in ap_init_virtual_host, pair: (apr_error_string, strcpy), support: 151, confidence: 83.43%
bug: strcpy in ap_init_virtual_host, pair: (gai_strerror, strcpy), support: 151, confidence: 83.43%
bug: strcpy in ap_init_virtual_host, pair: (strchr, strcpy), support: 152, confidence: 83.98%
bug: strcpy in ap_limit_section, pair: (strchr, strcpy), support: 152, confidence: 83.98%
bug: strcpy in ap_mpm_pod_killpg, pair: (__ctype_b_loc, strcpy), support: 158, confidence: 87.29%
bug: strcpy in ap_mpm_pod_killpg, pair: (strchr, strcpy), support: 152, confidence: 83.98%
bug: strcpy in ap_mpm_pod_signal, pair: (__ctype_b_loc, strcpy), support: 158, confidence: 87.29%
bug: strcpy in ap_mpm_pod_signal, pair: (strchr, strcpy), support: 152, confidence: 83.98%
bug: strcpy in ap_open_piped_log_ex, pair: (__ctype_b_loc, strcpy), support: 158, confidence: 87.29%
bug: strcpy in ap_open_piped_log_ex, pair: (strchr, strcpy), support: 152, confidence: 83.98%
bug: strcpy in ap_open_piped_log, pair: (__ctype_b_loc, strcpy), support: 158, confidence: 87.29%
bug: strcpy in ap_open_piped_log, pair: (strchr, strcpy), support: 152, confidence: 83.98%
bug: strcpy in ap_parse_vhost_addrs, pair: (strchr, strcpy), support: 152, confidence: 83.98%
bug: strcpy in ap_process_http_async_connection, pair: (apr_error_string, strcpy), support: 151, confidence: 83.43%
bug: strcpy in ap_process_http_async_connection, pair: (apr_thread_mutex_lock, strcpy), support: 145, confidence: 80.11%
bug: strcpy in ap_process_http_async_connection, pair: (apr_thread_mutex_unlock, strcpy), support: 145, confidence: 80.11%
bug: strcpy in ap_process_http_async_connection, pair: (gai_strerror, strcpy), support: 151, confidence: 83.43%
bug: strcpy in ap_process_http_connection, pair: (apr_error_string, strcpy), support: 151, confidence: 83.43%
bug: strcpy in ap_process_http_connection, pair: (apr_thread_mutex_lock, strcpy), support: 145, confidence: 80.11%
bug: strcpy in ap_process_http_connection, pair: (apr_thread_mutex_unlock, strcpy), support: 145, confidence: 80.11%
bug: strcpy in ap_process_http_connection, pair: (gai_strerror, strcpy), support: 151, confidence: 83.43%
bug: strcpy in apr_brigade_printf, pair: (apr_thread_mutex_lock, strcpy), support: 145, confidence: 80.11%
bug: strcpy in apr_brigade_printf, pair: (apr_thread_mutex_unlock, strcpy), support: 145, confidence: 80.11%
bug: strcpy in ap_read_request, pair: (apr_error_string, strcpy), support: 151, confidence: 83.43%
bug: strcpy in ap_read_request, pair: (gai_strerror, strcpy), support: 151, confidence: 83.43%
bug: strcpy in ap_reclaim_child_processes, pair: (__ctype_b_loc, strcpy), support: 158, confidence: 87.29%
bug: strcpy in ap_reclaim_child_processes, pair: (strchr, strcpy), support: 152, confidence: 83.98%
bug: strcpy in ap_regerror, pair: (apr_thread_mutex_lock, strcpy), support: 145, confidence: 80.11%
bug: strcpy in ap_regerror, pair: (apr_thread_mutex_unlock, strcpy), support: 145, confidence: 80.11%
bug: strcpy in ap_relieve_child_processes, pair: (__ctype_b_loc, strcpy), support: 158, confidence: 87.29%
bug: strcpy in ap_relieve_child_processes, pair: (strchr, strcpy), support: 152, confidence: 83.98%
bug: strcpy in ap_remove_loaded_module, pair: (__ctype_b_loc, strcpy), support: 158, confidence: 87.29%
bug: strcpy in ap_remove_loaded_module, pair: (strchr, strcpy), support: 152, confidence: 83.98%
bug: strcpy in apr_ipsubnet_create, pair: (apr_error_string, strcpy), support: 151, confidence: 83.43%
bug: strcpy in apr_ipsubnet_create, pair: (gai_strerror, strcpy), support: 151, confidence: 83.43%
bug: strcpy in apr_md5_encode, pair: (apr_error_string, strcpy), support: 151, confidence: 83.43%
bug: strcpy in apr_md5_encode, pair: (apr_thread_mutex_lock, strcpy), support: 145, confidence: 80.11%
