bug: abort in add_browser, pair: (abort, apr_cpystrn), support: 17, confidence: 85.00%
bug: strerror_r in allow_cmd, pair: (strcpy, strerror_r), support: 151, confidence: 97.42%
bug: strerror_r in allow_cmd, pair: (strerror_r, strlen), support: 151, confidence: 97.42%
bug: strerror_r in allow_cmd, pair: (strerror_r, stuffbuffer), support: 124, confidence: 80.00%
bug: strerror_r in ap_add_module, pair: (__errno_location, strerror_r), support: 127, confidence: 81.94%
bug: strerror_r in ap_append_pid, pair: (__errno_location, strerror_r), support: 127, confidence: 81.94%
bug: strerror_r in ap_build_config, pair: (__errno_location, strerror_r), support: 127, confidence: 81.94%
bug: strerror_r in ap_construct_server, pair: (__errno_location, strerror_r), support: 127, confidence: 81.94%
bug: strerror_r in ap_construct_url, pair: (__errno_location, strerror_r), support: 127, confidence: 81.94%
bug: strerror_r in ap_escape_html2, pair: (__errno_location, strerror_r), support: 127, confidence: 81.94%
bug: strerror_r in ap_http_chunk_filter, pair: (apr_thread_mutex_lock, strerror_r), support: 136, confidence: 87.74%
bug: strerror_r in ap_http_chunk_filter, pair: (apr_thread_mutex_unlock, strerror_r), support: 136, confidence: 87.74%
bug: strerror_r in ap_http_chunk_filter, pair: (strerror_r, stuffbuffer), support: 124, confidence: 80.00%
bug: strerror_r in ap_init_scoreboard, pair: (ntohl, strerror_r), support: 128, confidence: 82.58%
bug: strerror_r in ap_limit_section, pair: (ntohl, strerror_r), support: 128, confidence: 82.58%
bug: strerror_r in ap_mpm_pod_killpg, pair: (ntohl, strerror_r), support: 128, confidence: 82.58%
bug: strerror_r in ap_mpm_pod_signal, pair: (ntohl, strerror_r), support: 128, confidence: 82.58%
bug: strerror_r in ap_open_piped_log_ex, pair: (ntohl, strerror_r), support: 128, confidence: 82.58%
bug: strerror_r in ap_open_piped_log, pair: (conv_10, strerror_r), support: 150, confidence: 96.77%
bug: strerror_r in ap_open_piped_log, pair: (conv_p2, strerror_r), support: 150, confidence: 96.77%
bug: strerror_r in ap_open_piped_log, pair: (__ctype_b_loc, strerror_r), support: 150, confidence: 96.77%
bug: strerror_r in ap_open_piped_log, pair: (__errno_location, strerror_r), support: 127, confidence: 81.94%
bug: strerror_r in ap_open_piped_log, pair: (__isinff, strerror_r), support: 150, confidence: 96.77%
bug: strerror_r in ap_open_piped_log, pair: (__isinfl, strerror_r), support: 150, confidence: 96.77%
bug: strerror_r in ap_open_piped_log, pair: (__isinf, strerror_r), support: 150, confidence: 96.77%
bug: strerror_r in ap_open_piped_log, pair: (__isnanf, strerror_r), support: 150, confidence: 96.77%
bug: strerror_r in ap_open_piped_log, pair: (__isnanl, strerror_r), support: 150, confidence: 96.77%
bug: strerror_r in ap_open_piped_log, pair: (__isnan, strerror_r), support: 150, confidence: 96.77%
bug: strerror_r in ap_open_piped_log, pair: (ntohl, strerror_r), support: 128, confidence: 82.58%
bug: strerror_r in ap_open_piped_log, pair: (strchr, strerror_r), support: 151, confidence: 97.42%
bug: strerror_r in ap_parse_vhost_addrs, pair: (ntohl, strerror_r), support: 128, confidence: 82.58%
bug: strerror_r in ap_psignature, pair: (strerror_r, stuffbuffer), support: 124, confidence: 80.00%
bug: strerror_r in apr_brigade_printf, pair: (strerror_r, stuffbuffer), support: 124, confidence: 80.00%
bug: strerror_r in apr_brigade_vprintf, pair: (strerror_r, stuffbuffer), support: 124, confidence: 80.00%
bug: strerror_r in apr_dbd_get_driver, pair: (strerror_r, stuffbuffer), support: 124, confidence: 80.00%
bug: strerror_r in apr_dbd_prepare, pair: (strerror_r, stuffbuffer), support: 124, confidence: 80.00%
bug: strerror_r in apr_dbm_get_usednames_ex, pair: (__errno_location, strerror_r), support: 127, confidence: 81.94%
bug: strerror_r in apr_dbm_open_ex, pair: (__errno_location, strerror_r), support: 127, confidence: 81.94%
bug: strerror_r in ap_reclaim_child_processes, pair: (ntohl, strerror_r), support: 128, confidence: 82.58%
bug: strerror_r in ap_regerror, pair: (apr_thread_mutex_lock, strerror_r), support: 136, confidence: 87.74%
bug: strerror_r in ap_regerror, pair: (apr_thread_mutex_unlock, strerror_r), support: 136, confidence: 87.74%
bug: strerror_r in ap_regerror, pair: (strerror_r, stuffbuffer), support: 124, confidence: 80.00%
bug: strerror_r in ap_relieve_child_processes, pair: (ntohl, strerror_r), support: 128, confidence: 82.58%
bug: strerror_r in ap_remove_loaded_module, pair: (ntohl, strerror_r), support: 128, confidence: 82.58%
bug: strerror_r in apr_file_printf, pair: (strerror_r, stuffbuffer), support: 124, confidence: 80.00%
bug: strerror_r in apr_memcache_delete, pair: (strerror_r, stuffbuffer), support: 124, confidence: 80.00%
bug: strerror_r in ap_rprintf, pair: (apr_thread_mutex_lock, strerror_r), support: 136, confidence: 87.74%
bug: strerror_r in ap_rprintf, pair: (apr_thread_mutex_unlock, strerror_r), support: 136, confidence: 87.74%
bug: strerror_r in ap_rprintf, pair: (strerror_r, stuffbuffer), support: 124, confidence: 80.00%
bug: strerror_r in apr_psprintf, pair: (strerror_r, stuffbuffer), support: 124, confidence: 80.00%
bug: strerror_r in apr_pvsprintf, pair: (strerror_r, stuffbuffer), support: 124, confidence: 80.00%
bug: strerror_r in apr_snprintf, pair: (apr_thread_mutex_lock, strerror_r), support: 136, confidence: 87.74%
bug: strerror_r in apr_snprintf, pair: (apr_thread_mutex_unlock, strerror_r), support: 136, confidence: 87.74%
bug: strerror_r in apr_snprintf, pair: (strerror_r, stuffbuffer), support: 124, confidence: 80.00%
bug: strerror_r in apr_strerror, pair: (apr_thread_mutex_lock, strerror_r), support: 136, confidence: 87.74%
bug: strerror_r in apr_strerror, pair: (apr_thread_mutex_unlock, strerror_r), support: 136, confidence: 87.74%
bug: strerror_r in apr_strerror, pair: (conv_10, strerror_r), support: 150, confidence: 96.77%
bug: strerror_r in apr_strerror, pair: (conv_p2, strerror_r), support: 150, confidence: 96.77%
bug: strerror_r in apr_strerror, pair: (__ctype_b_loc, strerror_r), support: 150, confidence: 96.77%
bug: strerror_r in apr_strerror, pair: (__errno_location, strerror_r), support: 127, confidence: 81.94%
bug: strerror_r in apr_strerror, pair: (__isinff, strerror_r), support: 150, confidence: 96.77%
bug: strerror_r in apr_strerror, pair: (__isinfl, strerror_r), support: 150, confidence: 96.77%
bug: strerror_r in apr_strerror, pair: (__isinf, strerror_r), support: 150, confidence: 96.77%
bug: strerror_r in apr_strerror, pair: (__isnanf, strerror_r), support: 150, confidence: 96.77%
bug: strerror_r in apr_strerror, pair: (__isnanl, strerror_r), support: 150, confidence: 96.77%
bug: strerror_r in apr_strerror, pair: (__isnan, strerror_r), support: 150, confidence: 96.77%
bug: strerror_r in apr_strerror, pair: (ntohl, strerror_r), support: 128, confidence: 82.58%
bug: strerror_r in apr_strerror, pair: (strchr, strerror_r), support: 151, confidence: 97.42%
bug: strerror_r in apr_strerror, pair: (strcpy, strerror_r), support: 151, confidence: 97.42%
bug: strerror_r in apr_strerror, pair: (strerror_r, strlen), support: 151, confidence: 97.42%
bug: strerror_r in apr_strerror, pair: (strerror_r, stuffbuffer), support: 124, confidence: 80.00%
bug: strerror_r in apr_strfsize, pair: (apr_thread_mutex_lock, strerror_r), support: 136, confidence: 87.74%
bug: strerror_r in apr_strfsize, pair: (apr_thread_mutex_unlock, strerror_r), support: 136, confidence: 87.74%
bug: strerror_r in apr_strfsize, pair: (strerror_r, stuffbuffer), support: 124, confidence: 80.00%
bug: strerror_r in apr_vformatter, pair: (apr_thread_mutex_lock, strerror_r), support: 136, confidence: 87.74%
bug: strerror_r in apr_vformatter, pair: (apr_thread_mutex_unlock, strerror_r), support: 136, confidence: 87.74%
bug: strerror_r in apr_vformatter, pair: (strerror_r, stuffbuffer), support: 124, confidence: 80.00%
bug: strerror_r in apr_vsnprintf, pair: (apr_thread_mutex_lock, strerror_r), support: 136, confidence: 87.74%
bug: strerror_r in apr_vsnprintf, pair: (apr_thread_mutex_unlock, strerror_r), support: 136, confidence: 87.74%
bug: strerror_r in apr_vsnprintf, pair: (strerror_r, stuffbuffer), support: 124, confidence: 80.00%
bug: strerror_r in apr_xml_empty_elem, pair: (__errno_location, strerror_r), support: 127, confidence: 81.94%
bug: strerror_r in apr_xml_parser_geterror, pair: (apr_thread_mutex_lock, strerror_r), support: 136, confidence: 87.74%
bug: strerror_r in apr_xml_parser_geterror, pair: (apr_thread_mutex_unlock, strerror_r), support: 136, confidence: 87.74%
bug: strerror_r in apr_xml_parser_geterror, pair: (strerror_r, stuffbuffer), support: 124, confidence: 80.00%
bug: strerror_r in ap_send_error_response, pair: (__errno_location, strerror_r), support: 127, confidence: 81.94%
bug: strerror_r in ap_set_int_slot, pair: (__errno_location, strerror_r), support: 127, confidence: 81.94%
bug: strerror_r in ap_set_keepalive, pair: (__errno_location, strerror_r), support: 127, confidence: 81.94%
bug: strerror_r in ap_set_listener, pair: (ntohl, strerror_r), support: 128, confidence: 82.58%
bug: strerror_r in ap_set_name_virtual_host, pair: (ntohl, strerror_r), support: 128, confidence: 82.58%
bug: strerror_r in ap_setup_listeners, pair: (ntohl, strerror_r), support: 128, confidence: 82.58%
bug: strerror_r in ap_ssi_parse_string, pair: (ntohl, strerror_r), support: 128, confidence: 82.58%
bug: strerror_r in ap_unix_create_privileged_process, pair: (__errno_location, strerror_r), support: 127, confidence: 81.94%
bug: strerror_r in ap_vrprintf, pair: (apr_thread_mutex_lock, strerror_r), support: 136, confidence: 87.74%
bug: strerror_r in ap_vrprintf, pair: (apr_thread_mutex_unlock, strerror_r), support: 136, confidence: 87.74%
bug: strerror_r in ap_vrprintf, pair: (strerror_r, stuffbuffer), support: 124, confidence: 80.00%
bug: strerror_r in ap_xml_parse_input, pair: (apr_thread_mutex_lock, strerror_r), support: 136, confidence: 87.74%
bug: strerror_r in ap_xml_parse_input, pair: (apr_thread_mutex_unlock, strerror_r), support: 136, confidence: 87.74%
bug: strerror_r in ap_xml_parse_input, pair: (__errno_location, strerror_r), support: 127, confidence: 81.94%
bug: strerror_r in cgi_child_errfn, pair: (apr_thread_mutex_lock, strerror_r), support: 136, confidence: 87.74%
bug: strerror_r in cgi_child_errfn, pair: (apr_thread_mutex_unlock, strerror_r), support: 136, confidence: 87.74%
bug: strerror_r in cgi_child_errfn, pair: (conv_10, strerror_r), support: 150, confidence: 96.77%
bug: strerror_r in cgi_child_errfn, pair: (conv_p2, strerror_r), support: 150, confidence: 96.77%
bug: strerror_r in cgi_child_errfn, pair: (__ctype_b_loc, strerror_r), support: 150, confidence: 96.77%
bug: strerror_r in cgi_child_errfn, pair: (__errno_location, strerror_r), support: 127, confidence: 81.94%
bug: strerror_r in cgi_child_errfn, pair: (__isinff, strerror_r), support: 150, confidence: 96.77%
bug: strerror_r in cgi_child_errfn, pair: (__isinfl, strerror_r), support: 150, confidence: 96.77%
bug: strerror_r in cgi_child_errfn, pair: (__isinf, strerror_r), support: 150, confidence: 96.77%
bug: strerror_r in cgi_child_errfn, pair: (__isnanf, strerror_r), support: 150, confidence: 96.77%
bug: strerror_r in cgi_child_errfn, pair: (__isnanl, strerror_r), support: 150, confidence: 96.77%
bug: strerror_r in cgi_child_errfn, pair: (__isnan, strerror_r), support: 150, confidence: 96.77%
bug: strerror_r in cgi_child_errfn, pair: (ntohl, strerror_r), support: 128, confidence: 82.58%
bug: strerror_r in cgi_child_errfn, pair: (strchr, strerror_r), support: 151, confidence: 97.42%
bug: strerror_r in cgi_child_errfn, pair: (strcpy, strerror_r), support: 151, confidence: 97.42%
bug: strerror_r in cgi_child_errfn, pair: (strerror_r, strlen), support: 151, confidence: 97.42%
bug: strerror_r in cgi_child_errfn, pair: (strerror_r, stuffbuffer), support: 124, confidence: 80.00%
bug: strerror_r in dbm_open_type, pair: (strerror_r, stuffbuffer), support: 124, confidence: 80.00%
bug: strerror_r in do_negotiation, pair: (__errno_location, strerror_r), support: 127, confidence: 81.94%
bug: strerror_r in dump_a_vhost, pair: (strerror_r, stuffbuffer), support: 124, confidence: 80.00%
bug: strerror_r in dump_vhost_config, pair: (strerror_r, stuffbuffer), support: 124, confidence: 80.00%
bug: strerror_r in format_byte_out, pair: (apr_thread_mutex_lock, strerror_r), support: 136, confidence: 87.74%
bug: strerror_r in format_byte_out, pair: (apr_thread_mutex_unlock, strerror_r), support: 136, confidence: 87.74%
bug: strerror_r in format_byte_out, pair: (__errno_location, strerror_r), support: 127, confidence: 81.94%
bug: strerror_r in format_kbyte_out, pair: (apr_thread_mutex_lock, strerror_r), support: 136, confidence: 87.74%
bug: strerror_r in format_kbyte_out, pair: (apr_thread_mutex_unlock, strerror_r), support: 136, confidence: 87.74%
bug: strerror_r in format_kbyte_out, pair: (__errno_location, strerror_r), support: 127, confidence: 81.94%
bug: strerror_r in handle_fsize, pair: (__errno_location, strerror_r), support: 127, confidence: 81.94%
bug: strerror_r in init_server_config, pair: (ntohl, strerror_r), support: 128, confidence: 82.58%
bug: strerror_r in is_header_regex, pair: (ntohl, strerror_r), support: 128, confidence: 82.58%
bug: strerror_r in log_error_core, pair: (strerror_r, stuffbuffer), support: 124, confidence: 80.00%
bug: strerror_r in log_request_time, pair: (apr_thread_mutex_lock, strerror_r), support: 136, confidence: 87.74%
bug: strerror_r in log_request_time, pair: (apr_thread_mutex_unlock, strerror_r), support: 136, confidence: 87.74%
bug: strerror_r in log_request_time, pair: (strerror_r, stuffbuffer), support: 124, confidence: 80.00%
bug: strerror_r in native_strerror, pair: (apr_error_string, strerror_r), support: 154, confidence: 99.35%
bug: strerror_r in native_strerror, pair: (apr_thread_mutex_lock, strerror_r), support: 136, confidence: 87.74%
bug: strerror_r in native_strerror, pair: (apr_thread_mutex_unlock, strerror_r), support: 136, confidence: 87.74%
bug: strerror_r in native_strerror, pair: (conv_10, strerror_r), support: 150, confidence: 96.77%
bug: strerror_r in native_strerror, pair: (conv_p2, strerror_r), support: 150, confidence: 96.77%
bug: strerror_r in native_strerror, pair: (__ctype_b_loc, strerror_r), support: 150, confidence: 96.77%
bug: strerror_r in native_strerror, pair: (__errno_location, strerror_r), support: 127, confidence: 81.94%
bug: strerror_r in native_strerror, pair: (gai_strerror, strerror_r), support: 154, confidence: 99.35%
bug: strerror_r in native_strerror, pair: (hstrerror, strerror_r), support: 154, confidence: 99.35%
bug: strerror_r in native_strerror, pair: (__isinff, strerror_r), support: 150, confidence: 96.77%
bug: strerror_r in native_strerror, pair: (__isinfl, strerror_r), support: 150, confidence: 96.77%
bug: strerror_r in native_strerror, pair: (__isinf, strerror_r), support: 150, confidence: 96.77%
bug: strerror_r in native_strerror, pair: (__isnanf, strerror_r), support: 150, confidence: 96.77%
bug: strerror_r in native_strerror, pair: (__isnanl, strerror_r), support: 150, confidence: 96.77%
bug: strerror_r in native_strerror, pair: (__isnan, strerror_r), support: 150, confidence: 96.77%
bug: strerror_r in native_strerror, pair: (ntohl, strerror_r), support: 128, confidence: 82.58%
bug: strerror_r in native_strerror, pair: (strchr, strerror_r), support: 151, confidence: 97.42%
bug: strerror_r in native_strerror, pair: (strcpy, strerror_r), support: 151, confidence: 97.42%
bug: strerror_r in native_strerror, pair: (strerror_r, strlen), support: 151, confidence: 97.42%
bug: strerror_r in native_strerror, pair: (strerror_r, stuffbuffer), support: 124, confidence: 80.00%
bug: strerror_r in num_cmd_write, pair: (strerror_r, stuffbuffer), support: 124, confidence: 80.00%
bug: strerror_r in output_directories, pair: (apr_thread_mutex_lock, strerror_r), support: 136, confidence: 87.74%
bug: strerror_r in output_directories, pair: (apr_thread_mutex_unlock, strerror_r), support: 136, confidence: 87.74%
bug: strerror_r in output_directories, pair: (__errno_location, strerror_r), support: 127, confidence: 81.94%
bug: strerror_r in proc_mutex_posix_create, pair: (strerror_r, stuffbuffer), support: 124, confidence: 80.00%
bug: strerror_r in set_error, pair: (__errno_location, strerror_r), support: 127, confidence: 81.94%
bug: strerror_r in set_limit_cpu, pair: (ntohl, strerror_r), support: 128, confidence: 82.58%
bug: strerror_r in set_limit_mem, pair: (ntohl, strerror_r), support: 128, confidence: 82.58%
bug: strerror_r in set_limit_nproc, pair: (ntohl, strerror_r), support: 128, confidence: 82.58%
bug: strerror_r in set_neg_headers, pair: (strerror_r, stuffbuffer), support: 124, confidence: 80.00%
bug: strerror_r in setup_choice_response, pair: (__errno_location, strerror_r), support: 127, confidence: 81.94%
bug: strerror_r in show_time, pair: (apr_thread_mutex_lock, strerror_r), support: 136, confidence: 87.74%
bug: strerror_r in show_time, pair: (apr_thread_mutex_unlock, strerror_r), support: 136, confidence: 87.74%
bug: strerror_r in show_time, pair: (__errno_location, strerror_r), support: 127, confidence: 81.94%
bug: strerror_r in startup_children, pair: (ntohl, strerror_r), support: 128, confidence: 82.58%
bug: strerror_r in status_handler, pair: (__errno_location, strerror_r), support: 127, confidence: 81.94%
bug: strerror_r in storage_cmd_write, pair: (strerror_r, stuffbuffer), support: 124, confidence: 80.00%
bug: strerror_r in unixd_pre_config, pair: (ntohl, strerror_r), support: 128, confidence: 82.58%
bug: strerror_r in unixd_set_group, pair: (ntohl, strerror_r), support: 128, confidence: 82.58%
bug: strerror_r in unixd_set_user, pair: (ntohl, strerror_r), support: 128, confidence: 82.58%
bug: strlen in add_alias_internal, pair: (apr_thread_mutex_lock, strlen), support: 396, confidence: 80.82%
bug: strlen in add_alias_internal, pair: (apr_thread_mutex_unlock, strlen), support: 396, confidence: 80.82%
bug: strlen in add_alias, pair: (apr_thread_mutex_lock, strlen), support: 396, confidence: 80.82%
bug: strlen in add_alias, pair: (apr_thread_mutex_unlock, strlen), support: 396, confidence: 80.82%
bug: strlen in add_alias_regex, pair: (apr_thread_mutex_lock, strlen), support: 396, confidence: 80.82%
bug: strlen in add_alias_regex, pair: (apr_thread_mutex_unlock, strlen), support: 396, confidence: 80.82%
bug: strlen in ap_add_cgi_vars, pair: (apr_thread_mutex_lock, strlen), support: 396, confidence: 80.82%
bug: strlen in ap_add_cgi_vars, pair: (apr_thread_mutex_unlock, strlen), support: 396, confidence: 80.82%
bug: strlen in ap_add_common_vars, pair: (apr_thread_mutex_lock, strlen), support: 396, confidence: 80.82%
bug: strlen in ap_add_common_vars, pair: (apr_thread_mutex_unlock, strlen), support: 396, confidence: 80.82%
bug: strlen in ap_basic_http_header, pair: (apr_thread_mutex_lock, strlen), support: 396, confidence: 80.82%
bug: strlen in ap_basic_http_header, pair: (apr_thread_mutex_unlock, strlen), support: 396, confidence: 80.82%
bug: strlen in ap_cfg_getline, pair: (apr_thread_mutex_lock, strlen), support: 396, confidence: 80.82%
bug: strlen in ap_cfg_getline, pair: (apr_thread_mutex_unlock, strlen), support: 396, confidence: 80.82%
bug: strlen in ap_find_last_token, pair: (apr_thread_mutex_lock, strlen), support: 396, confidence: 80.82%
bug: strlen in ap_find_last_token, pair: (apr_thread_mutex_unlock, strlen), support: 396, confidence: 80.82%
bug: strlen in ap_find_path_info, pair: (apr_thread_mutex_lock, strlen), support: 396, confidence: 80.82%
bug: strlen in ap_find_path_info, pair: (apr_thread_mutex_unlock, strlen), support: 396, confidence: 80.82%
bug: strlen in ap_http_chunk_filter, pair: (apr_thread_mutex_lock, strlen), support: 396, confidence: 80.82%
bug: strlen in ap_http_chunk_filter, pair: (apr_thread_mutex_unlock, strlen), support: 396, confidence: 80.82%
bug: strlen in ap_make_content_type, pair: (apr_thread_mutex_lock, strlen), support: 396, confidence: 80.82%
bug: strlen in ap_make_content_type, pair: (apr_thread_mutex_unlock, strlen), support: 396, confidence: 80.82%
bug: strlen in ap_regerror, pair: (apr_thread_mutex_lock, strlen), support: 396, confidence: 80.82%
bug: strlen in ap_regerror, pair: (apr_thread_mutex_unlock, strlen), support: 396, confidence: 80.82%
bug: strlen in ap_regexec, pair: (apr_thread_mutex_lock, strlen), support: 396, confidence: 80.82%
bug: strlen in ap_regexec, pair: (apr_thread_mutex_unlock, strlen), support: 396, confidence: 80.82%
bug: strlen in apr_getopt_long, pair: (apr_thread_mutex_lock, strlen), support: 396, confidence: 80.82%
bug: strlen in apr_getopt_long, pair: (apr_thread_mutex_unlock, strlen), support: 396, confidence: 80.82%
bug: strlen in apr_md5_encode, pair: (apr_thread_mutex_lock, strlen), support: 396, confidence: 80.82%
bug: strlen in apr_md5_encode, pair: (apr_thread_mutex_unlock, strlen), support: 396, confidence: 80.82%
bug: strlen in apr_password_get, pair: (apr_thread_mutex_lock, strlen), support: 396, confidence: 80.82%
bug: strlen in apr_password_get, pair: (apr_thread_mutex_unlock, strlen), support: 396, confidence: 80.82%
bug: strlen in apr_password_validate, pair: (apr_thread_mutex_lock, strlen), support: 396, confidence: 80.82%
bug: strlen in apr_password_validate, pair: (apr_thread_mutex_unlock, strlen), support: 396, confidence: 80.82%
bug: strlen in ap_rprintf, pair: (apr_thread_mutex_lock, strlen), support: 396, confidence: 80.82%
bug: strlen in ap_rprintf, pair: (apr_thread_mutex_unlock, strlen), support: 396, confidence: 80.82%
bug: strlen in ap_rputs, pair: (apr_thread_mutex_lock, strlen), support: 396, confidence: 80.82%
bug: strlen in ap_rputs, pair: (apr_thread_mutex_unlock, strlen), support: 396, confidence: 80.82%
bug: strlen in apr_snprintf, pair: (apr_thread_mutex_lock, strlen), support: 396, confidence: 80.82%
bug: strlen in apr_snprintf, pair: (apr_thread_mutex_unlock, strlen), support: 396, confidence: 80.82%
bug: strlen in apr_strfsize, pair: (apr_thread_mutex_lock, strlen), support: 396, confidence: 80.82%
bug: strlen in apr_strfsize, pair: (apr_thread_mutex_unlock, strlen), support: 396, confidence: 80.82%
bug: strlen in apr_vformatter, pair: (apr_thread_mutex_lock, strlen), support: 396, confidence: 80.82%
bug: strlen in apr_vformatter, pair: (apr_thread_mutex_unlock, strlen), support: 396, confidence: 80.82%
bug: strlen in ap_rvputs, pair: (apr_thread_mutex_lock, strlen), support: 396, confidence: 80.82%
bug: strlen in ap_rvputs, pair: (apr_thread_mutex_unlock, strlen), support: 396, confidence: 80.82%
bug: strlen in apr_vsnprintf, pair: (apr_thread_mutex_lock, strlen), support: 396, confidence: 80.82%
bug: strlen in apr_vsnprintf, pair: (apr_thread_mutex_unlock, strlen), support: 396, confidence: 80.82%
bug: strlen in apr_xml_parser_geterror, pair: (apr_thread_mutex_lock, strlen), support: 396, confidence: 80.82%
bug: strlen in apr_xml_parser_geterror, pair: (apr_thread_mutex_unlock, strlen), support: 396, confidence: 80.82%
bug: strlen in ap_scan_script_header_err_brigade, pair: (apr_thread_mutex_lock, strlen), support: 396, confidence: 80.82%
bug: strlen in ap_scan_script_header_err_brigade, pair: (apr_thread_mutex_unlock, strlen), support: 396, confidence: 80.82%
bug: strlen in ap_scan_script_header_err_core, pair: (apr_thread_mutex_lock, strlen), support: 396, confidence: 80.82%
bug: strlen in ap_scan_script_header_err_core, pair: (apr_thread_mutex_unlock, strlen), support: 396, confidence: 80.82%
bug: strlen in ap_scan_script_header_err, pair: (apr_thread_mutex_lock, strlen), support: 396, confidence: 80.82%
bug: strlen in ap_scan_script_header_err, pair: (apr_thread_mutex_unlock, strlen), support: 396, confidence: 80.82%
bug: strlen in ap_scan_script_header_err_strs, pair: (apr_thread_mutex_lock, strlen), support: 396, confidence: 80.82%
bug: strlen in ap_scan_script_header_err_strs, pair: (apr_thread_mutex_unlock, strlen), support: 396, confidence: 80.82%
bug: strlen in ap_vrprintf, pair: (apr_thread_mutex_lock, strlen), support: 396, confidence: 80.82%
bug: strlen in ap_vrprintf, pair: (apr_thread_mutex_unlock, strlen), support: 396, confidence: 80.82%
bug: strlen in ap_xml_parse_input, pair: (apr_thread_mutex_lock, strlen), support: 396, confidence: 80.82%
bug: strlen in ap_xml_parse_input, pair: (apr_thread_mutex_unlock, strlen), support: 396, confidence: 80.82%
bug: strlen in basic_http_header_check, pair: (apr_thread_mutex_lock, strlen), support: 396, confidence: 80.82%
bug: strlen in basic_http_header_check, pair: (apr_thread_mutex_unlock, strlen), support: 396, confidence: 80.82%
bug: strlen in basic_http_header, pair: (apr_thread_mutex_lock, strlen), support: 396, confidence: 80.82%
bug: strlen in basic_http_header, pair: (apr_thread_mutex_unlock, strlen), support: 396, confidence: 80.82%
bug: strlen in best_match, pair: (apr_thread_mutex_lock, strlen), support: 396, confidence: 80.82%
bug: strlen in best_match, pair: (apr_thread_mutex_unlock, strlen), support: 396, confidence: 80.82%
bug: strlen in check_dir_access, pair: (apr_thread_mutex_lock, strlen), support: 396, confidence: 80.82%
bug: strlen in check_dir_access, pair: (apr_thread_mutex_unlock, strlen), support: 396, confidence: 80.82%
bug: strlen in check_password, pair: (apr_thread_mutex_lock, strlen), support: 396, confidence: 80.82%
bug: strlen in check_password, pair: (apr_thread_mutex_unlock, strlen), support: 396, confidence: 80.82%
bug: strlen in check_user_access, pair: (apr_thread_mutex_lock, strlen), support: 396, confidence: 80.82%
bug: strlen in check_user_access, pair: (apr_thread_mutex_unlock, strlen), support: 396, confidence: 80.82%
bug: strlen in compare_version, pair: (apr_thread_mutex_lock, strlen), support: 396, confidence: 80.82%
bug: strlen in compare_version, pair: (apr_thread_mutex_unlock, strlen), support: 396, confidence: 80.82%
bug: strlen in config_log_transaction, pair: (apr_thread_mutex_lock, strlen), support: 396, confidence: 80.82%
bug: strlen in config_log_transaction, pair: (apr_thread_mutex_unlock, strlen), support: 396, confidence: 80.82%
bug: strlen in conv_apr_sockaddr, pair: (apr_thread_mutex_lock, strlen), support: 396, confidence: 80.82%
bug: strlen in conv_apr_sockaddr, pair: (apr_thread_mutex_unlock, strlen), support: 396, confidence: 80.82%
bug: strlen in conv_fp, pair: (apr_thread_mutex_lock, strlen), support: 396, confidence: 80.82%
bug: strlen in conv_fp, pair: (apr_thread_mutex_unlock, strlen), support: 396, confidence: 80.82%
bug: strlen in core_override_type, pair: (apr_thread_mutex_lock, strlen), support: 396, confidence: 80.82%
bug: strlen in core_override_type, pair: (apr_thread_mutex_unlock, strlen), support: 396, confidence: 80.82%
bug: strlen in do_emit_plain, pair: (apr_thread_mutex_lock, strlen), support: 396, confidence: 80.82%
bug: strlen in do_emit_plain, pair: (apr_thread_mutex_unlock, strlen), support: 396, confidence: 80.82%
bug: strlen in elem_size, pair: (apr_thread_mutex_lock, strlen), support: 396, confidence: 80.82%
bug: strlen in elem_size, pair: (apr_thread_mutex_unlock, strlen), support: 396, confidence: 80.82%
bug: strlen in emit_link, pair: (apr_thread_mutex_lock, strlen), support: 396, confidence: 80.82%
bug: strlen in emit_link, pair: (apr_thread_mutex_unlock, strlen), support: 396, confidence: 80.82%
bug: strlen in emit_preamble, pair: (apr_thread_mutex_lock, strlen), support: 396, confidence: 80.82%
bug: strlen in emit_preamble, pair: (apr_thread_mutex_unlock, strlen), support: 396, confidence: 80.82%
bug: strlen in emit_tail, pair: (apr_thread_mutex_lock, strlen), support: 396, confidence: 80.82%
bug: strlen in emit_tail, pair: (apr_thread_mutex_unlock, strlen), support: 396, confidence: 80.82%
bug: strlen in filter_harness, pair: (apr_thread_mutex_lock, strlen), support: 396, confidence: 80.82%
bug: strlen in filter_harness, pair: (apr_thread_mutex_unlock, strlen), support: 396, confidence: 80.82%
bug: strlen in filter_lookup, pair: (apr_thread_mutex_lock, strlen), support: 396, confidence: 80.82%
bug: strlen in filter_lookup, pair: (apr_thread_mutex_unlock, strlen), support: 396, confidence: 80.82%
bug: strlen in find_allowdeny, pair: (apr_thread_mutex_lock, strlen), support: 396, confidence: 80.82%
bug: strlen in find_allowdeny, pair: (apr_thread_mutex_unlock, strlen), support: 396, confidence: 80.82%
bug: strlen in find_lang_index, pair: (apr_thread_mutex_lock, strlen), support: 396, confidence: 80.82%
bug: strlen in find_lang_index, pair: (apr_thread_mutex_unlock, strlen), support: 396, confidence: 80.82%
bug: strlen in find_multiple_headers, pair: (apr_thread_mutex_lock, strlen), support: 396, confidence: 80.82%
